,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
29,2224,1609,20,0,1,11,0,4949,1,1,1,7365,0
4202,3562,2856,135,0,1,12,10,0,1,0,0,71,0
735,7068,2575,106,0,1,29,7,0,0,1,1,9439,0
2067,1189,337,353,0,1,13,10,1670,0,1,1,7681,0
9644,9607,1288,61,0,0,17,9,0,1,1,1,2804,0
8894,8773,427,94,0,0,21,3,5234,0,1,1,8341,0
8020,7804,646,459,0,0,28,3,4169,0,1,1,4967,0
9412,9350,505,334,0,1,8,7,6286,0,0,0,1910,0
7058,6734,2918,233,0,0,53,5,4491,2,1,1,8502,1
6789,6435,2574,277,0,1,28,0,0,1,0,0,6062,0
304,2280,318,162,0,1,15,5,1461,0,0,0,9704,0
4513,3907,786,305,0,0,23,9,0,1,0,0,6002,0
5910,5459,2205,90,0,0,21,7,0,0,1,1,5781,0
8313,8129,2665,248,0,1,20,4,0,0,1,0,6783,0
5703,5229,994,125,0,0,24,9,4910,0,1,0,6993,0
7235,6931,115,306,0,1,17,6,2746,0,1,0,8015,0
2498,1667,420,327,0,1,19,9,0,1,1,1,2374,0
713,6824,1931,110,0,0,23,4,3508,0,1,0,3996,0
8403,8229,1207,453,0,0,10,5,0,1,0,1,1316,0
4269,3636,2773,357,0,1,26,5,996,0,0,1,5572,0
2908,2123,1401,103,0,1,51,10,5954,0,1,1,5773,0
8080,7870,2141,366,0,1,29,4,2569,0,1,0,2479,0
3160,2404,2082,200,0,1,10,6,0,1,1,1,7102,0
970,9679,1470,247,0,0,30,2,3136,0,1,1,7038,0
5198,4667,1470,213,0,1,22,1,5555,0,0,0,6424,0
8846,8720,2003,180,0,0,35,3,0,1,1,0,5985,0
9202,9117,1623,137,0,1,13,10,1691,0,1,0,7399,0
487,4312,662,151,0,1,21,4,2899,0,1,1,2456,1
518,4657,1715,307,0,1,30,5,87,1,0,1,4326,1
8342,8161,2665,264,0,0,16,4,0,1,1,0,3316,0
3231,2483,1571,255,0,1,18,7,2021,0,1,0,9340,0
7932,7705,1054,459,0,1,22,9,198,0,1,0,7791,0
5183,4651,2489,303,0,1,20,1,0,1,0,1,3157,0
8076,7865,2320,341,0,0,18,10,0,0,0,0,6502,1
6501,6116,1947,288,0,1,12,10,0,1,1,0,3201,0
2737,1933,847,81,0,1,13,5,4937,1,0,1,8484,0
1247,278,1138,121,0,1,6,7,0,1,1,0,6509,0
7377,7088,2253,300,0,0,22,0,1245,0,1,1,7776,0
3434,2708,2707,301,0,1,48,5,4213,0,1,1,1031,0
5741,5271,1330,318,0,1,24,10,1500,0,0,1,8689,0
6727,6366,534,354,0,0,18,10,0,0,1,0,5305,1
4381,3760,690,101,0,1,21,8,0,1,0,1,8378,0
5196,4665,2104,328,0,0,4,8,1146,0,1,1,4297,0
1112,129,1964,299,0,0,24,4,5914,1,0,0,8349,0
80,7890,358,274,0,0,16,1,6136,1,0,0,3955,0
4613,4018,764,354,0,0,28,8,0,1,1,1,8182,0
1509,570,2321,137,0,1,19,7,276,0,1,0,5369,0
6442,6050,2570,100,0,1,15,6,5507,0,1,0,4866,0
4822,4250,1887,354,0,0,14,3,0,3,0,1,4435,1
7821,7582,1667,386,0,0,10,3,2863,0,0,1,1036,0
92,9223,586,133,0,0,18,2,0,1,1,0,580,0
9420,9359,1369,266,0,0,10,8,0,1,0,1,7274,0
6599,6225,471,459,0,1,31,7,2399,0,1,0,8080,1
4442,3828,2925,285,0,1,20,1,0,1,0,1,6393,0
7601,7338,1871,437,0,1,13,10,0,0,0,1,3575,0
4321,3694,1234,260,0,1,16,5,5861,0,1,1,1348,0
3393,2662,311,319,0,1,12,7,0,1,1,1,9429,0
7228,6923,1643,148,0,0,29,3,2264,1,1,1,3704,1
9190,9103,49,255,0,0,28,9,0,1,1,0,1874,0
5665,5186,1437,168,0,1,15,10,864,1,1,0,617,0
4942,4383,2453,201,0,1,18,1,2193,0,0,0,4436,0
3662,2961,2297,241,0,0,10,6,1533,0,0,1,2548,0
4112,3462,1569,309,0,0,12,10,0,0,1,1,4151,0
9049,8947,1250,238,0,0,15,7,0,1,1,1,7690,0
794,7723,318,263,0,1,11,1,0,0,1,0,4473,0
7618,7356,1733,187,0,0,22,8,0,1,0,0,140,0
5266,4743,503,420,0,1,13,8,1443,0,1,1,4576,0
7146,6832,57,358,0,1,23,6,4924,0,1,1,7816,0
88,8778,2417,255,0,0,28,5,0,2,1,0,9630,1
2802,2006,2488,383,0,1,35,5,1086,0,1,1,3020,1
4423,3807,2639,394,0,0,22,4,0,1,1,1,9846,0
5662,5183,2077,312,0,0,22,8,0,1,0,1,1275,0
7169,6858,929,99,0,1,16,6,1883,1,0,0,3041,0
2147,1278,923,274,0,1,15,3,93,0,1,1,3332,0
7642,7383,2541,420,0,1,22,1,105,0,1,1,1235,0
1494,552,2847,58,0,1,34,7,0,1,0,1,1332,0
1408,457,537,316,0,1,14,10,0,1,0,0,6118,0
3400,2671,2062,285,0,1,13,4,5338,0,1,1,1399,0
6603,6229,230,163,0,0,17,2,5220,1,0,1,4982,0
8142,7939,609,224,0,1,23,5,2546,0,0,1,1729,0
8663,8517,1093,148,0,1,21,1,0,0,1,1,5992,0
7529,7258,2298,188,0,0,15,1,1489,0,1,1,3191,0
5795,5330,720,318,0,1,21,9,0,1,1,0,7524,0
5940,5492,1716,458,0,0,23,7,0,1,1,1,3828,1
8500,8337,2012,269,0,1,19,3,6189,0,1,0,5717,0
6826,6476,490,156,0,0,33,1,0,1,1,1,7565,0
4130,3482,2566,163,0,1,21,3,2481,0,1,0,4055,0
7801,7560,501,287,0,1,36,8,2416,0,0,0,5069,1
4721,4138,534,366,0,0,26,5,1912,0,1,0,2094,0
1650,726,1380,234,0,1,16,7,0,1,0,0,5381,0
2029,1148,1638,129,0,1,15,5,4112,1,1,1,3648,0
8517,8355,2297,297,0,1,2,9,3064,1,1,1,5396,0
7376,7087,573,313,0,1,5,7,4400,0,1,1,3102,0
4908,4345,1312,149,0,1,30,3,736,0,1,0,9353,1
5026,4477,1217,235,0,1,26,2,0,1,0,0,3577,0
4731,4149,638,314,0,0,17,4,0,1,0,1,8106,0
8134,7930,2412,186,0,1,23,7,0,0,1,1,3741,0
8109,7903,2098,270,0,0,16,0,0,1,1,0,4746,0
6951,6615,2436,267,0,1,24,9,202,0,0,1,238,1
7728,7478,2851,225,0,0,13,9,0,0,0,1,8649,0
1794,885,1261,432,0,1,20,1,0,1,1,0,3144,0
3872,3194,534,214,0,1,21,7,881,0,0,0,9820,0
2254,1397,391,288,0,1,18,7,3707,0,0,1,4017,0
5414,4908,884,104,0,0,22,1,3262,1,1,0,2862,0
7399,7114,1258,277,0,0,19,8,2394,0,1,0,9557,0
9100,9004,1429,268,0,1,17,7,0,1,1,1,7677,0
4851,4282,1918,139,0,0,30,0,0,0,1,0,9157,0
2025,1143,493,243,0,1,27,10,0,1,0,0,4219,0
2615,1798,2751,95,0,1,45,10,6169,0,1,1,9159,0
7388,7100,2255,445,0,0,11,10,2793,0,1,1,3013,0
2926,2143,487,119,0,1,45,9,0,1,1,1,872,0
1121,139,1312,418,0,0,6,5,0,1,1,0,5175,0
2910,2126,813,205,0,1,15,3,3199,0,0,0,7928,0
8146,7943,598,326,0,1,30,8,1950,0,1,1,3866,0
1575,642,1679,154,0,1,5,3,0,1,1,0,4954,0
3312,2573,2160,273,0,0,13,8,301,0,1,0,1929,0
6834,6485,1811,312,0,1,32,9,4219,1,1,1,8819,0
4398,3778,2040,352,0,0,21,9,0,0,1,0,9696,0
6621,6249,2595,255,0,1,32,0,298,1,1,0,4545,1
2124,1253,955,313,0,1,14,8,2315,3,0,0,4689,1
3238,2490,1001,284,0,1,36,7,0,0,1,0,612,1
2045,1165,697,277,0,0,13,10,0,1,0,0,6691,0
1578,645,2062,324,0,1,10,8,4222,0,0,0,5356,0
2673,1862,871,210,0,1,32,3,1257,0,1,0,4761,0
8720,8581,629,320,0,0,10,9,0,1,0,0,323,0
8849,8724,1182,273,0,0,20,5,5204,1,1,0,3044,0
4812,4239,1915,281,0,1,13,7,5837,0,1,0,4285,0
1084,97,797,405,0,1,6,9,0,1,1,0,7830,0
4983,4428,2608,152,0,1,12,5,3300,0,1,0,3198,0
2884,2096,1931,229,0,0,11,4,0,1,0,1,3000,0
7203,6896,1319,266,0,1,15,1,5554,1,0,0,246,0
9909,9902,812,348,0,1,40,3,108,0,1,1,8418,0
8864,8740,1808,441,0,0,11,6,0,1,1,0,4381,0
263,1824,2260,291,0,0,8,0,832,0,0,1,690,0
4337,3711,1803,459,0,1,20,6,0,1,1,0,3609,0
8895,8774,920,308,0,0,22,9,1801,0,1,0,132,0
5903,5451,91,179,0,0,11,5,3978,0,1,1,1775,1
7485,7208,576,170,0,1,14,6,0,1,1,0,9146,0
9643,9606,2664,130,0,0,23,3,0,1,1,1,750,0
3095,2331,336,401,0,1,1,8,3463,0,1,0,6254,0
4058,3401,33,166,0,1,21,9,3630,0,1,0,4332,0
2664,1852,1361,195,0,1,11,4,0,1,1,1,2384,0
1026,33,946,237,0,1,15,7,0,1,0,0,4679,0
5050,4504,1362,312,0,1,14,1,2128,0,1,1,7527,0
9733,9706,895,342,0,1,46,4,0,1,1,1,8588,0
5572,5083,1782,174,0,1,16,7,0,0,1,1,7932,0
5766,5298,2786,165,0,1,22,6,2152,0,1,1,9749,0
3526,2810,958,408,0,0,12,10,0,1,1,0,2075,0
9187,9099,392,210,0,1,20,5,4953,0,1,1,6529,0
1558,623,711,180,0,0,17,1,348,1,0,1,4369,0
101,25,1250,232,0,0,26,7,0,1,0,0,3718,0
3007,2234,1314,211,0,1,15,6,4344,0,0,1,4497,1
303,2269,527,321,0,0,15,7,0,1,1,1,5008,0
76,7445,1237,273,0,1,37,9,0,1,1,1,2213,0
1208,235,984,306,0,0,29,7,2356,0,1,1,3772,0
1775,864,2754,158,0,0,20,9,553,0,0,0,3184,0
3473,2751,2629,291,0,0,24,0,0,0,0,1,9544,1
2189,1325,2100,89,0,1,17,3,4375,0,1,1,5421,0
8361,8182,2766,299,0,0,17,10,604,1,0,0,7091,0
6765,6408,99,70,0,0,22,8,0,1,1,0,4232,0
4929,4369,769,170,0,1,16,1,5333,0,1,1,1216,0
2609,1792,2319,291,0,0,28,3,0,0,1,1,820,0
3,3334,289,308,0,0,21,1,0,1,0,0,9671,0
5885,5430,1031,211,0,0,11,4,5728,1,1,1,7892,0
8921,8804,2880,81,0,0,19,1,0,1,1,1,7084,0
8264,8074,563,351,0,1,15,7,0,1,0,0,6555,0
9696,9664,1635,159,0,1,14,9,6208,0,1,1,5488,0
5170,4637,1758,423,0,0,13,5,0,1,1,1,2376,0
7205,6898,850,292,0,0,11,10,0,1,1,1,7111,0
2522,1695,392,167,0,1,17,1,0,1,0,0,685,0
2215,1354,2094,102,0,1,18,10,0,1,1,1,8082,0
3404,2675,2758,182,0,0,5,3,0,0,1,0,1297,0
8304,8119,1799,284,0,1,51,1,0,1,1,0,3168,0
7492,7216,1895,291,0,1,10,2,4769,0,0,1,9030,1
6100,5671,1183,405,0,1,12,3,3034,1,1,0,7916,0
5205,4676,1359,365,0,1,10,9,4640,0,1,0,9431,0
6802,6450,146,271,0,1,14,10,0,1,0,0,8035,0
5206,4677,2578,102,0,1,20,4,2825,0,1,0,9411,0
532,4813,147,338,0,1,14,7,5968,0,1,1,8862,0
4084,3430,1134,302,0,0,21,5,0,1,0,1,2386,0
330,2569,192,265,0,1,32,8,0,1,0,1,8416,0
4957,4399,2775,361,0,1,21,4,0,0,1,0,4880,0
3033,2263,2868,396,0,0,67,2,0,1,1,1,943,0
1597,666,439,380,0,1,14,6,4986,0,1,1,6672,0
9919,9913,1888,297,0,1,8,0,0,1,1,0,358,0
647,6090,2188,187,0,1,20,8,5467,0,1,0,9433,0
9362,9294,2122,293,0,1,17,4,3027,0,1,1,6490,0
8834,8707,2757,266,0,1,16,4,543,0,1,0,3021,0
2586,1765,1057,300,0,1,32,7,3015,0,1,1,5916,0
7072,6750,2868,295,0,1,19,10,2861,0,1,0,5958,0
5234,4708,1717,287,0,0,23,1,3469,0,1,0,5347,1
8670,8525,2775,314,0,0,37,9,0,1,1,1,2484,0
9972,9971,440,367,0,1,8,5,4090,0,1,0,3963,0
2913,2129,2524,396,0,0,22,7,0,1,1,1,9103,0
9871,9859,1388,242,0,0,16,4,1885,1,1,1,6546,0
9893,9883,1849,373,0,0,22,10,36,0,1,0,1360,0
144,502,2582,300,0,0,13,6,4833,0,1,0,1488,1
4963,4406,289,124,0,1,22,0,748,0,1,1,3665,0
8933,8817,230,240,0,1,14,2,0,1,0,1,5326,0
7749,7502,2523,394,0,0,20,1,0,0,1,0,1978,1
9828,9811,460,185,0,1,21,1,0,1,1,1,8242,0
9214,9130,622,238,0,0,21,2,0,1,1,1,6803,1
9475,9419,1888,225,0,1,28,3,0,1,1,0,2095,0
6409,6014,905,292,0,0,15,10,0,1,1,1,6567,0
3317,2578,1242,388,0,1,53,4,0,1,1,1,2652,1
4514,3908,493,278,0,0,20,9,0,1,1,0,9097,0
5505,5009,737,143,0,0,35,8,0,1,1,1,8910,0
4511,3905,2686,243,0,0,27,3,0,3,1,0,73,1
1730,815,2089,459,0,1,2,8,0,1,1,0,6138,0
9860,9847,332,384,0,0,12,2,4740,1,1,1,9811,0
0,0,1115,228,0,0,24,3,0,0,1,1,93,1
1864,963,215,216,0,1,27,8,1964,0,0,1,747,0
349,2780,2907,191,0,1,21,6,0,1,1,1,1683,0
9765,9741,2592,54,0,1,46,3,3003,0,0,1,6822,0
2523,1696,1805,365,0,0,6,1,0,1,1,0,4677,0
457,3979,2612,320,0,1,20,4,0,1,1,0,8224,0
3023,2252,1229,227,0,1,21,3,5833,0,1,0,5888,0
7261,6960,630,335,0,0,35,1,1067,0,0,1,6005,0
3704,3008,1535,213,0,0,16,8,0,1,1,0,5141,0
1372,417,1036,98,0,1,20,9,0,1,0,1,5362,0
4856,4287,2852,405,0,1,26,9,4363,0,1,1,7586,0
4712,4128,2803,83,0,1,36,4,0,0,1,0,504,1
5544,5052,2206,116,0,1,24,7,0,1,1,0,6347,0
4113,3463,1786,276,0,1,15,5,0,1,1,1,1808,0
8137,7933,1595,19,0,1,15,7,2136,0,0,0,8107,1
4098,3445,797,246,0,1,14,6,0,0,0,0,2750,0
592,5479,449,275,0,0,16,10,1276,0,1,1,5805,0
3123,2363,1952,251,0,1,12,9,5419,1,1,0,4139,0
3887,3210,2513,262,0,0,28,6,0,1,1,0,7158,0
2184,1319,2012,261,0,0,22,1,0,1,1,0,1518,0
3105,2343,1416,287,0,0,10,5,0,1,1,1,2515,1
9233,9151,1234,152,0,0,13,5,3135,0,0,0,7853,0
9096,8998,1863,178,0,1,19,10,4626,0,1,0,5537,0
1732,817,850,344,0,1,31,6,1793,0,1,0,2753,0
5144,4608,572,94,0,0,7,4,2856,0,1,1,757,0
8267,8077,452,263,0,1,20,9,0,1,1,0,9347,0
3937,3266,1234,370,0,0,8,1,0,1,1,1,5506,0
761,7357,1642,302,0,0,17,6,1995,0,1,0,9354,1
8439,8269,1233,279,0,1,4,3,1191,0,1,1,6495,0
3257,2511,674,316,0,0,40,4,161,0,1,1,834,0
316,2413,745,168,0,1,31,3,3673,0,1,0,1155,1
1851,949,1580,408,0,0,34,5,4253,0,1,1,9387,0
2484,1652,543,459,0,1,21,7,6155,0,1,1,1231,0
5748,5278,1973,254,0,0,27,9,5597,0,0,0,5684,0
1658,734,1996,357,0,1,26,3,5937,0,0,1,9180,0
1149,170,732,264,0,1,20,5,0,1,0,0,632,0
7150,6837,1460,308,0,0,14,5,822,0,1,1,1562,0
1568,634,537,285,0,1,22,9,1116,0,1,1,8199,0
1087,100,2101,107,0,0,13,2,0,1,1,0,2201,0
8674,8529,586,138,0,1,49,9,225,1,1,1,3029,1
7811,7571,2734,220,0,1,12,3,299,0,0,0,3315,0
1692,772,2751,211,0,1,5,8,1091,1,0,0,9098,0
4734,4152,902,199,0,0,36,5,0,1,1,1,9669,1
3646,2943,2593,379,0,0,52,10,837,0,1,0,5686,1
1683,762,1995,320,0,1,34,6,0,0,1,1,3327,0
8,8889,1146,110,0,1,26,5,3379,1,0,1,8577,0
9161,9071,2510,230,0,1,22,2,4322,0,0,0,9405,0
1803,896,1455,186,0,0,8,1,4649,0,0,0,1320,0
4900,4337,550,344,0,1,23,8,4638,0,1,1,2097,0
1599,670,2518,279,0,0,24,1,1283,1,0,1,6063,0
7931,7704,775,416,0,1,29,1,6039,0,0,0,1588,0
9547,9499,1743,235,0,0,16,4,0,1,1,1,6518,0
3529,2814,2655,232,0,0,6,6,0,1,1,0,919,0
8683,8539,536,306,0,0,31,8,4755,3,0,1,1754,1
1155,176,2857,338,0,1,16,4,3937,0,1,0,1204,0
6547,6166,628,265,0,0,12,5,5206,0,1,1,5700,0
7620,7359,259,188,0,0,9,10,0,1,1,0,1539,0
8296,8109,2678,301,0,0,16,8,0,1,1,0,5261,0
9134,9041,1583,90,0,1,22,4,0,0,1,1,6205,0
6482,6094,1608,459,0,1,14,5,4100,1,1,1,2904,0
1190,215,2284,406,0,0,11,1,0,1,1,1,1868,0
7444,7163,335,351,0,0,11,5,0,1,1,1,4457,0
7454,7174,392,341,0,1,28,0,0,1,1,1,4686,0
7516,7243,2429,253,0,1,22,9,5949,0,1,0,8513,0
7644,7385,1615,284,0,1,10,10,0,0,1,0,1926,0
6161,5738,2137,188,0,1,20,9,0,1,0,0,9528,0
7744,7496,1891,348,0,0,18,0,0,1,0,0,1894,0
8119,7914,156,313,0,1,13,6,2667,2,1,1,7421,1
6967,6632,986,75,0,1,8,10,415,0,1,0,507,0
5718,5245,1358,257,0,0,19,8,0,1,1,0,5209,0
577,5312,1051,364,0,1,12,5,1907,1,0,1,2501,0
4151,3505,2835,236,0,1,26,7,3999,0,0,0,6370,1
9148,9056,2292,307,0,1,19,9,0,1,0,0,2540,0
2287,1433,2716,165,0,1,8,5,0,0,1,0,5266,0
3686,2987,427,315,0,1,0,3,4589,1,1,0,1673,0
8283,8095,2097,273,0,1,39,1,0,1,1,1,7540,0
637,5979,1661,291,0,1,30,1,3163,0,0,1,3813,0
1965,1075,1623,221,0,0,15,10,0,0,0,0,2412,1
3334,2597,2751,280,0,1,9,6,0,1,0,0,1178,0
3019,2248,587,186,0,1,11,8,0,1,1,1,7474,0
9176,9087,1468,182,0,1,17,10,0,1,1,0,997,0
9400,9337,1465,248,0,0,13,4,6256,0,0,0,5600,0
6300,5893,609,223,0,0,23,4,1925,0,1,1,4400,0
8799,8669,1314,63,0,1,16,5,0,1,1,0,5475,0
2973,2195,850,200,0,0,38,10,2415,0,1,1,5315,1
3396,2665,1426,190,0,1,53,5,0,1,1,1,5394,0
6939,6602,2927,179,0,0,25,10,0,1,0,1,810,0
965,9623,589,272,0,0,24,6,2046,0,1,1,8742,0
8574,8418,1312,326,0,0,41,5,0,1,1,1,3907,0
742,7146,528,244,0,1,11,8,405,0,1,1,2818,0
7514,7241,2049,308,0,1,46,10,1036,0,1,0,5981,1
4898,4333,884,153,0,0,22,8,0,0,0,1,3387,0
9340,9270,2775,346,0,1,27,2,0,1,1,0,2053,0
4672,4083,2740,365,0,0,5,1,992,0,1,1,765,0
2620,1804,1786,212,0,1,17,7,2425,1,1,0,1714,0
8714,8574,1470,312,0,0,23,7,779,0,1,0,924,0
9857,9843,1351,325,0,1,21,1,5123,1,1,1,8650,0
5605,5120,838,228,0,1,40,6,3928,0,1,1,9212,0
5786,5320,2853,197,0,1,22,6,0,1,0,0,51,0
8518,8356,979,208,0,1,32,4,1704,0,0,0,6643,1
6850,6503,1991,160,0,1,24,1,4873,0,1,1,5725,0
1516,577,261,255,0,0,19,8,6134,0,0,0,3514,0
9085,8986,1822,299,0,0,24,6,0,1,0,1,1153,0
8023,7807,2715,273,0,1,18,1,0,1,1,1,9761,0
8946,8831,1382,232,0,1,10,8,0,0,0,0,1666,0
335,2624,1236,94,0,1,11,8,4661,0,1,0,961,1
6634,6263,2482,89,0,0,24,1,3925,1,1,0,118,0
3842,3161,2675,320,0,1,10,9,0,1,1,1,7983,0
23,1557,1862,278,0,1,28,4,0,1,0,1,9144,0
1453,507,1382,281,0,0,35,8,0,0,1,1,2083,0
1684,763,1098,222,0,0,6,8,3280,0,1,0,1640,0
2310,1460,1785,390,0,1,14,7,3675,0,1,1,6627,0
9063,8962,792,218,0,1,21,4,1775,0,1,1,2165,0
9406,9343,674,459,0,1,13,7,2661,1,1,1,4379,0
381,3135,1805,299,0,1,18,8,109,1,1,0,1338,0
5550,5059,2661,342,0,0,26,7,4446,0,0,1,5372,0
9308,9234,1587,351,0,1,9,0,0,1,0,1,1781,0
1618,690,1931,306,0,1,9,9,3320,1,1,0,9466,0
8672,8527,2313,315,0,1,20,1,0,1,1,0,1267,0
4475,3864,1494,249,0,1,22,9,808,0,1,1,3204,0
5648,5167,2760,134,0,1,17,8,4365,0,0,1,9721,0
6216,5799,2786,88,0,1,29,1,0,0,1,0,9758,0
9993,9994,2226,253,0,1,10,8,4062,0,1,0,6050,0
7578,7311,1685,191,0,0,21,1,2666,1,1,0,5096,0
1183,207,1652,261,0,1,18,1,0,1,1,1,2884,0
6001,5561,2459,384,0,0,12,6,0,0,1,0,5194,1
5090,4548,866,83,0,0,12,10,0,1,0,0,7929,0
2516,1688,1242,423,0,0,18,7,0,1,1,1,9934,0
4122,3473,2857,186,0,1,42,2,2098,1,1,1,4371,0
5521,5027,918,424,0,1,19,1,4387,0,1,0,8151,0
5627,5144,451,263,0,1,11,5,2739,0,1,1,2642,0
7727,7477,478,290,0,0,45,8,0,1,1,1,7452,0
5968,5522,2571,135,0,1,10,1,954,0,0,1,1495,0
1180,204,2821,230,0,1,16,7,0,1,1,1,9958,0
8762,8627,1558,0,0,0,42,4,0,0,0,0,787,1
2818,2023,1951,278,0,1,19,5,0,0,1,0,1846,0
9964,9962,741,88,0,1,16,6,1426,1,0,0,762,0
8703,8562,872,270,0,0,13,4,2961,1,1,0,8065,0
6608,6234,472,374,0,1,22,7,3111,0,1,1,8195,0
2820,2026,1461,231,0,0,13,1,5768,0,1,1,2937,0
2260,1404,49,185,0,1,37,10,0,1,1,1,9706,0
2239,1381,2168,102,0,0,13,4,0,0,1,1,4233,1
6021,5583,1804,323,0,1,34,5,51,0,1,1,4803,0
782,7590,2089,126,0,1,23,3,0,1,0,1,8623,0
2412,1573,2294,363,0,1,20,3,0,1,1,0,4493,0
