,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4773,4195,1037,255,1,0,17,1,1791,1,1,1,2414,0
5537,5044,2754,136,1,0,23,2,3002,0,1,1,7604,0
3412,2684,221,191,1,1,8,7,1154,0,1,1,2302,0
4955,4397,2751,384,1,1,15,4,5526,1,1,0,1633,0
7414,7130,149,346,1,0,27,3,6326,1,1,1,8775,0
795,7734,149,370,1,1,18,9,633,1,0,0,9969,0
6176,5754,1363,217,1,0,20,9,268,1,1,1,2092,0
1253,285,537,108,1,0,37,5,2226,1,1,0,1311,0
3595,2886,1674,331,1,0,14,6,514,0,1,1,8679,0
7155,6842,884,124,1,1,27,8,1689,2,1,1,6593,1
333,2602,1426,193,1,0,12,9,950,0,1,0,4322,1
3079,2314,1829,366,1,0,16,1,2456,1,0,0,6892,0
1498,556,1983,204,1,0,7,8,499,1,0,1,4274,0
7590,7325,497,228,1,0,24,9,2726,2,1,1,5074,1
4631,4038,1753,268,1,0,12,9,4023,0,1,0,6652,0
367,2979,2389,69,1,0,17,9,190,1,1,1,4938,0
4630,4037,71,98,1,1,20,3,2190,1,1,1,9016,0
733,7046,1689,347,1,1,25,10,1703,1,1,0,7981,1
568,5212,1847,346,1,1,13,6,1710,1,1,1,8573,0
7911,7682,1822,167,1,1,8,1,3776,1,1,1,5768,0
7201,6894,1949,298,1,0,12,6,2993,0,1,1,6729,1
8214,8019,436,445,1,0,14,5,726,1,1,0,7460,0
483,4268,2177,95,1,1,19,10,1215,1,1,0,2539,0
346,2746,933,239,1,0,16,10,527,1,1,0,2154,0
5481,4982,396,186,1,0,26,1,3920,0,0,1,6880,1
6329,5925,1220,336,1,1,16,3,3640,0,1,1,8412,0
2213,1352,690,107,1,0,23,5,5675,1,1,1,1453,1
856,8412,1279,176,1,0,31,6,2888,0,1,0,9681,1
290,2124,477,312,1,1,24,10,5001,0,0,1,2102,0
2018,1135,691,300,1,1,9,4,4221,1,1,0,2390,0
6968,6633,527,119,1,0,32,8,1975,0,1,1,5738,0
6496,6109,2684,204,1,0,26,5,6133,1,1,0,2486,1
6213,5796,1708,199,1,1,18,7,5899,1,1,1,4136,0
7420,7137,1465,362,1,0,20,10,3904,0,1,1,4503,0
1107,123,2519,29,1,0,16,1,2930,0,0,0,2786,1
450,3902,1923,103,1,0,20,8,4569,0,1,0,6628,0
135,402,114,198,1,0,32,6,3546,1,1,1,6353,0
1785,875,929,322,1,1,22,4,1153,1,1,1,9285,0
5053,4507,60,245,1,0,10,3,1219,0,0,0,5066,0
4080,3426,953,417,1,0,19,3,30,0,1,0,6361,1
3204,2453,1137,156,1,1,32,4,5431,2,0,1,4320,1
3597,2888,1763,405,1,0,22,1,6356,0,1,0,4301,0
9038,8934,416,412,1,0,32,9,6244,0,0,0,5677,1
590,5457,2022,322,1,0,20,8,3525,0,1,1,7544,1
9102,9006,490,54,1,0,43,3,3069,0,0,1,6081,0
8015,7798,2451,247,1,0,8,1,391,1,1,1,5728,0
3771,3082,648,86,1,1,16,9,3244,1,1,1,4968,0
7882,7649,1570,459,1,0,27,1,1784,0,0,0,8231,1
8699,8558,1234,450,1,1,14,3,1378,0,1,0,772,0
1795,886,1686,292,1,0,17,6,6077,0,0,1,4585,0
2316,1466,1154,258,1,0,32,6,4072,0,1,1,9288,1
7144,6830,2551,163,1,0,37,0,659,0,0,1,2255,1
2075,1198,959,319,1,1,27,10,631,0,1,1,4902,0
4302,3673,1171,153,1,1,26,3,695,0,0,0,8262,1
7464,7185,1531,377,1,1,19,10,643,0,1,0,6720,1
3061,2294,1362,193,1,1,15,4,5706,1,1,1,4309,0
5250,4726,2345,71,1,0,6,10,5107,1,0,1,7994,0
1758,845,1913,251,1,0,12,6,2491,0,1,0,7643,0
6650,6281,1497,367,1,1,23,2,5373,0,1,1,8744,0
4139,3492,1755,173,1,1,22,8,651,0,1,1,9079,0
9393,9328,532,279,1,1,25,10,924,0,1,0,4384,1
7872,7638,2429,248,1,0,28,2,788,1,1,1,1920,0
2534,1708,2751,326,1,0,17,6,236,0,1,0,4000,0
131,358,1363,404,1,0,15,10,2579,0,1,1,846,0
6200,5782,1878,459,1,0,13,4,4877,0,0,0,6381,0
1413,463,2677,112,1,1,12,2,2990,1,0,0,7021,0
655,6179,2628,107,1,1,7,9,1770,0,1,1,1830,0
8708,8567,2926,387,1,0,30,4,159,1,1,0,4593,0
2769,1969,1893,189,1,0,20,1,2353,0,1,0,1467,1
5833,5373,391,265,1,0,31,10,6177,0,1,0,8558,1
8069,7858,1553,226,1,1,26,10,4869,1,1,0,7353,0
9873,9861,2198,333,1,0,15,10,1559,0,1,1,5371,0
1078,90,2849,286,1,0,23,9,3659,1,1,1,6736,0
1071,83,2173,304,1,1,34,9,220,0,1,1,5678,0
1418,468,1607,130,1,0,22,10,2859,0,1,0,4502,0
5284,4763,172,354,1,1,33,4,6327,0,1,1,6043,0
6085,5653,1960,91,1,1,27,8,4114,0,1,0,8441,1
6084,5652,4,171,1,0,13,10,1382,0,1,1,517,0
8757,8621,2468,287,1,0,26,3,6236,1,0,1,6143,0
3387,2655,1595,146,1,1,66,9,5894,0,1,1,4779,0
8729,8591,2629,255,1,1,30,9,4462,1,1,1,4189,0
6045,5609,1716,158,1,0,19,1,2560,1,1,1,1620,0
2823,2029,2905,277,1,0,41,6,1635,0,0,1,7202,0
9088,8989,2792,345,1,0,18,9,287,0,1,1,602,1
4540,3937,1763,195,1,1,14,1,3822,0,1,0,6179,0
5826,5365,1808,118,1,0,11,0,580,1,1,1,9602,0
960,9568,1642,459,1,0,13,1,687,0,1,1,1827,0
4438,3823,674,281,1,1,50,0,2161,1,1,1,4716,0
9587,9543,1961,328,1,0,58,2,6036,0,1,0,4220,0
9833,9817,1753,308,1,0,23,1,4767,1,1,0,9690,0
9975,9974,2473,219,1,1,32,1,1112,1,1,0,5337,1
7471,7193,467,267,1,0,37,9,1561,0,0,1,1101,0
1833,929,317,272,1,1,14,9,2561,0,1,0,7013,1
4891,4326,2923,374,1,1,16,6,5625,1,1,1,267,0
2771,1971,36,323,1,1,10,8,5302,0,1,0,4317,0
5928,5478,1232,187,1,0,18,9,2488,0,1,1,2469,0
47,4223,2016,246,1,0,21,10,3091,0,1,1,1005,1
2602,1784,1018,203,1,1,10,0,3407,1,1,0,1645,0
2168,1301,2846,314,1,0,38,3,3453,0,1,0,9337,1
8764,8629,2601,382,1,1,33,9,1297,1,1,1,9253,0
1360,404,2657,256,1,0,4,4,6234,1,0,1,7867,0
3251,2505,2125,459,1,1,25,0,661,2,1,0,4670,1
6027,5589,918,459,1,1,26,4,3276,1,0,1,4783,0
1217,245,374,114,1,1,11,4,3589,1,1,1,7635,0
4397,3777,1334,268,1,1,21,9,4884,1,1,1,483,0
2614,1797,472,155,1,0,40,4,491,3,1,0,1635,1
7301,7005,910,376,1,0,15,1,3532,0,1,1,1844,0
5098,4556,2031,159,1,1,11,10,3575,1,1,0,2680,0
7636,7376,1724,126,1,0,41,9,4020,1,1,0,86,1
850,8346,2857,255,1,1,28,1,4500,1,1,0,6900,0
3550,2837,1464,256,1,1,33,5,2597,0,1,0,6080,0
5814,5352,866,227,1,0,22,1,2761,1,1,1,7424,0
5983,5539,884,228,1,0,10,7,6322,1,1,0,7090,0
5606,5121,1679,101,1,0,34,9,2099,0,1,0,8,1
9312,9239,2167,188,1,1,22,2,4850,1,1,0,4830,0
2286,1432,391,227,1,1,26,6,4171,1,0,0,2218,0
8360,8181,191,295,1,1,15,10,3372,1,0,1,4669,0
8612,8461,595,295,1,1,21,4,2474,1,1,1,198,0
7535,7264,671,220,1,0,18,2,242,0,1,0,3362,0
932,9257,2430,317,1,0,24,9,4748,1,1,0,8995,0
9115,9020,1285,221,1,0,18,3,2567,1,0,0,8716,0
2492,1661,2570,129,1,0,13,4,698,0,1,1,4646,1
7315,7020,310,111,1,0,15,7,2088,1,1,1,3265,0
2252,1395,2574,342,1,0,15,8,4709,0,0,1,4994,0
5062,4517,1570,458,1,1,23,2,5573,0,1,1,5431,0
169,780,2846,291,1,1,6,10,4929,1,0,0,7345,0
4638,4045,1716,125,1,1,32,8,3217,1,1,0,6927,0
7077,6755,1519,258,1,1,6,8,83,0,0,0,1877,0
3355,2620,2715,269,1,1,6,6,5585,0,1,1,8391,0
6728,6367,2774,413,1,0,15,2,3137,0,1,1,8894,0
4067,3411,2077,174,1,0,14,5,5797,1,0,1,1058,0
1111,128,1016,442,1,1,41,1,2578,0,1,1,6111,1
50,4557,477,307,1,1,26,2,1320,1,1,0,5428,0
1835,931,2589,305,1,1,20,7,3394,0,1,1,8875,0
3383,2651,2568,307,1,1,21,10,2752,1,0,1,7352,0
8103,7896,2760,88,1,1,33,1,581,2,1,0,9218,1
248,1657,2813,243,1,1,6,9,223,0,1,1,3193,0
6561,6182,2549,54,1,0,30,8,4451,0,1,0,3671,1
2110,1238,1614,331,1,0,30,2,3134,0,1,1,6340,1
1569,636,1236,260,1,0,24,1,1344,0,1,0,6881,1
1726,810,1615,385,1,1,20,6,968,0,0,1,9428,0
3045,2276,768,230,1,1,9,1,5203,0,1,1,7318,0
3703,3007,1623,348,1,1,22,6,3793,2,1,1,7746,1
5331,4816,2863,246,1,0,28,3,3471,0,1,0,3707,1
7894,7662,1871,315,1,1,49,1,1910,1,1,1,9241,1
6808,6456,2266,318,1,1,12,10,1246,1,1,1,1961,0
683,6490,2338,358,1,0,22,9,3355,1,0,0,9225,0
4170,3526,1979,282,1,0,51,4,5334,1,1,1,6487,0
4477,3866,2564,288,1,1,34,10,2948,1,0,0,7389,0
376,3079,968,354,1,1,27,2,1390,2,1,1,1268,1
7488,7211,548,147,1,0,24,5,5395,0,1,0,1082,0
274,1946,303,321,1,1,10,5,3593,0,0,1,9678,0
2473,1640,532,1,1,0,39,5,4306,0,1,0,3846,1
4771,4193,484,189,1,0,18,4,5219,0,1,1,1182,0
4414,3797,102,321,1,1,9,9,1043,1,1,0,2674,0
8138,7934,1388,193,1,0,18,5,755,0,1,1,8316,0
8771,8637,2587,290,1,1,13,5,6192,1,0,0,7076,0
2236,1377,2665,241,1,1,23,4,2198,0,0,0,4308,1
9791,9770,2115,434,1,0,17,7,1486,0,1,0,5878,1
9965,9963,2415,236,1,0,15,5,5512,0,0,0,3297,0
3101,2339,852,372,1,1,14,10,4237,0,1,0,6123,0
7332,7039,537,397,1,0,24,7,3152,1,1,0,8014,0
4649,4058,2629,279,1,1,13,1,3409,1,1,1,4208,0
9410,9348,2493,249,1,0,28,6,608,1,1,0,3107,0
1671,749,2089,203,1,1,23,3,1851,1,1,1,6742,0
9186,9098,383,261,1,0,40,4,1317,1,0,1,5173,0
8839,8713,289,215,1,1,22,1,3534,1,1,1,3689,0
5758,5289,633,290,1,0,26,5,5836,1,0,0,5757,1
2464,1630,474,192,1,1,22,5,536,0,1,1,7533,0
1369,414,530,261,1,1,32,9,2104,0,1,1,3966,1
4710,4126,228,194,1,0,22,4,4286,1,1,0,2089,0
2874,2085,764,440,1,1,14,10,5391,0,1,0,5246,0
5213,4685,1562,361,1,1,11,5,2466,0,1,1,184,0
705,6735,2788,359,1,1,22,6,4452,2,1,0,5570,1
4294,3663,316,188,1,0,24,4,3061,1,1,1,9174,0
5576,5087,835,175,1,1,47,5,1627,0,1,0,451,1
8177,7977,808,287,1,0,22,9,2393,0,0,0,3743,0
3077,2311,1247,196,1,1,15,7,2711,0,1,0,7497,0
7606,7343,2607,289,1,0,13,4,2270,2,1,1,4228,0
3780,3092,2753,204,1,1,28,6,3396,1,1,0,7087,1
9239,9158,888,192,1,0,14,8,6022,1,1,1,4531,0
3949,3280,994,163,1,1,25,6,6377,0,0,0,5798,0
4870,4303,2196,257,1,0,25,1,607,0,0,0,4791,1
2542,1717,1660,158,1,1,23,10,6032,2,1,1,1792,1
1765,853,1807,375,1,1,25,7,957,1,1,1,6457,0
2517,1689,2057,201,1,1,18,3,342,1,1,0,480,0
6255,5842,527,156,1,1,37,5,894,2,1,0,3829,1
2945,2164,2301,444,1,1,2,5,2015,0,0,0,4463,1
6543,6162,2786,423,1,1,11,1,2660,1,1,1,2696,0
5820,5359,2867,330,1,1,19,5,6267,0,0,0,9471,0
4252,3617,141,61,1,1,15,8,4007,0,1,0,689,0
7962,7738,920,243,1,0,38,4,1304,0,0,1,6759,1
9772,9749,33,269,1,1,12,1,5563,1,1,1,7768,0
7465,7186,1488,275,1,1,12,4,801,0,0,1,8566,0
2846,2054,774,153,1,1,21,5,3401,1,1,0,2633,0
5398,4889,2254,440,1,1,26,4,876,0,1,1,5989,1
1662,739,2597,304,1,1,22,8,3175,0,0,1,5164,0
5130,4593,1807,300,1,1,20,10,4327,1,0,1,217,0
6147,5722,2662,299,1,1,13,3,3032,1,1,0,7470,0
4797,4221,483,402,1,0,14,1,6124,0,1,1,2151,0
2748,1945,1581,14,1,1,30,9,2347,0,1,0,4199,1
6871,6526,2751,245,1,0,30,4,1654,0,1,0,4983,1
9476,9420,1411,259,1,0,30,8,3129,0,1,0,7605,0
1470,526,2688,177,1,0,13,1,4970,1,1,1,7849,0
1747,833,2902,195,1,1,16,10,5205,0,1,0,2840,0
7300,7004,2364,278,1,1,27,1,1979,0,0,0,642,0
3131,2372,2203,257,1,0,21,4,2231,1,0,1,7633,0
1310,349,2713,357,1,0,9,3,5830,0,1,1,1791,0
6475,6086,2661,106,1,1,23,6,5400,0,0,0,9358,1
6449,6058,2803,302,1,1,27,3,1336,1,0,0,5710,1
2625,1809,2389,176,1,1,11,6,2490,0,1,0,558,0
9786,9764,513,412,1,1,16,5,3436,1,1,1,844,0
7692,7438,2846,243,1,1,56,6,694,0,1,0,54,0
4562,3961,2882,287,1,1,18,1,1449,1,1,0,5962,0
8614,8463,1547,406,1,1,14,1,3913,0,1,0,9361,0
1479,536,2021,204,1,1,14,9,2593,1,1,1,8278,0
1018,24,2920,459,1,0,27,6,286,0,1,0,7748,1
3094,2330,2366,89,1,0,7,4,4553,1,0,0,4541,0
1103,119,2610,121,1,0,14,3,1921,1,1,0,8870,0
9419,9358,2601,295,1,1,8,1,4922,0,1,1,8810,0
2335,1487,534,333,1,0,30,7,815,1,1,1,8896,1
6492,6105,537,362,1,0,17,6,5476,1,0,0,4582,0
6466,6076,1963,287,1,1,14,5,3214,0,1,1,1033,1
1805,898,1407,378,1,0,13,8,3782,1,1,0,7379,0
7374,7085,606,291,1,0,20,1,1332,0,1,1,7170,1
2531,1705,2349,216,1,1,29,5,3773,0,1,1,8828,0
852,8368,447,120,1,0,23,9,4015,0,1,1,6591,0
6483,6095,438,228,1,1,23,4,3721,1,1,0,3906,0
347,2757,2337,252,1,1,41,4,4495,0,1,1,6196,0
3351,2616,1193,83,1,0,16,10,4594,0,1,0,3347,0
2864,2074,2497,317,1,1,19,9,3992,0,1,1,5906,0
2777,1977,1456,367,1,0,43,9,2100,0,1,0,4564,1
763,7379,537,351,1,0,3,1,1135,0,1,0,6154,0
6481,6093,1310,215,1,1,21,9,2960,1,1,0,6165,0
6350,5948,589,249,1,1,30,1,919,0,0,1,2029,0
3782,3094,1233,40,1,0,26,3,3166,0,1,0,6512,1
4374,3752,2057,297,1,1,23,3,1018,1,0,1,8060,0
6338,5934,1117,192,1,1,21,9,208,0,0,0,7333,0
8922,8805,2020,159,1,1,17,10,2502,1,1,0,5385,0
7063,6740,871,189,1,1,58,3,2543,1,1,1,7267,0
6828,6478,2533,316,1,1,16,10,4297,1,1,0,9737,0
711,6802,2546,243,1,1,17,7,1305,0,1,0,1690,0
3463,2740,1668,209,1,1,25,9,2769,0,1,0,4289,1
4394,3774,2653,88,1,1,6,7,578,1,0,1,3843,0
4568,3967,2167,193,1,1,14,9,4829,0,1,1,2107,0
3172,2417,2628,274,1,1,14,1,2678,0,0,0,1054,0
2210,1349,2055,282,1,0,16,1,2244,2,0,1,8667,0
6740,6381,2899,279,1,0,22,3,3680,0,0,1,8299,0
233,1491,886,376,1,1,2,4,1596,1,0,1,2831,0
5950,5503,1204,443,1,0,39,9,967,2,1,0,2270,1
5737,5266,1820,291,1,0,17,3,1412,1,1,1,3820,0
8072,7861,289,389,1,1,33,5,2216,0,1,0,5272,1
774,7501,1939,245,1,1,31,7,1073,1,1,0,3275,1
6832,6483,537,203,1,0,3,3,5657,1,1,0,3777,0
871,8579,1746,238,1,0,27,8,2496,2,1,0,9558,1
1220,249,1470,334,1,0,15,8,1213,1,1,1,4284,0
3184,2430,992,276,1,1,37,10,4031,0,1,1,2121,1
408,3435,1350,277,1,1,19,2,3975,1,1,1,3312,0
5351,4838,1433,167,1,1,23,3,2003,0,1,1,656,0
8343,8162,2089,458,1,0,31,10,2736,0,1,0,3940,1
1880,981,2863,198,1,0,18,10,3272,1,1,0,2045,0
5212,4684,997,351,1,1,37,6,4069,0,0,1,1199,1
3208,2457,322,216,1,1,18,9,3467,0,1,0,9893,0
2055,1176,1387,78,1,1,20,10,1072,0,0,0,1104,0
4779,4202,2178,222,1,1,22,1,3715,2,0,0,482,1
8555,8397,2696,131,1,1,7,1,902,0,1,1,3801,0
8539,8380,714,229,1,0,7,1,3075,0,1,1,8636,0
3392,2661,2733,232,1,1,15,9,6146,0,1,1,4141,0
6325,5920,1258,352,1,1,41,6,667,0,1,1,5088,1
7023,6696,1549,133,1,1,11,10,3510,1,1,0,6191,0
4011,3350,1509,303,1,1,15,5,1989,0,1,1,8735,0
3467,2744,1181,147,1,0,24,1,6271,1,0,1,9687,0
2069,1192,2319,238,1,1,10,9,670,0,1,1,1109,0
5914,5463,427,363,1,1,9,8,1425,1,0,1,9315,0
8990,8880,1636,393,1,1,10,3,783,1,1,1,3920,0
8429,8258,1947,459,1,1,10,3,75,1,1,1,6372,0
9494,9440,2532,398,1,1,25,9,1585,1,0,1,2728,1
3668,2967,2179,275,1,0,26,3,1823,0,0,0,8227,1
2221,1361,1233,376,1,0,17,7,2682,0,1,0,884,1
653,6157,398,68,1,1,30,5,2823,0,1,1,5131,1
3245,2498,2306,123,1,0,27,4,706,0,0,1,3084,1
4100,3449,2419,244,1,0,19,10,3660,0,0,1,802,0
4288,3656,1669,186,1,0,13,5,4963,0,1,1,2553,0
3853,3173,741,263,1,1,25,10,5575,1,0,1,8977,0
554,5057,2548,183,1,1,15,4,2499,0,1,0,5147,0
511,4580,1643,241,1,0,20,7,5641,1,1,0,9909,0
3206,2455,1132,124,1,1,42,10,1087,0,1,0,4680,1
8084,7874,16,217,1,1,10,5,6142,0,1,1,7128,0
3429,2703,311,340,1,0,25,10,5343,0,0,0,7438,1
6962,6627,929,286,1,0,8,4,163,0,1,0,1093,0
2088,1212,1951,204,1,0,23,10,3848,1,0,1,8956,0
8499,8336,336,107,1,1,17,3,1792,1,0,1,4891,0
8973,8861,1537,191,1,1,15,3,1832,0,1,1,5659,0
9165,9075,1321,272,1,0,28,3,3351,0,1,1,7647,0
9942,9938,2625,348,1,0,7,6,1038,0,1,0,1652,0
4254,3619,673,199,1,0,9,9,1935,1,1,0,3740,0
1527,589,523,270,1,1,17,9,1990,0,1,0,9251,0
5006,4455,504,364,1,0,19,0,1099,1,1,1,996,0
5214,4686,1644,349,1,0,39,4,1060,1,1,1,8036,1
5447,4944,2106,335,1,1,32,10,6008,0,0,1,7221,0
3653,2951,2429,297,1,0,28,0,5210,0,0,1,8232,0
9499,9447,1278,131,1,0,7,6,5987,1,1,0,200,0
2732,1928,2678,232,1,0,30,1,618,0,1,0,1063,1
4447,3833,1055,275,1,0,32,8,711,0,1,1,2263,1
3002,2229,2687,395,1,0,14,3,310,1,0,0,7709,0
2225,1365,1047,310,1,1,20,4,2097,1,0,1,7288,0
9056,8954,2473,374,1,0,28,9,1568,1,0,1,3703,1
2862,2072,2015,254,1,1,15,9,3812,0,0,0,2821,0
2362,1517,1609,318,1,1,27,5,1877,0,1,1,601,1
4064,3408,1191,235,1,1,21,2,2685,2,1,1,7254,1
617,5757,1497,221,1,0,44,9,3294,0,1,0,5167,1
1144,164,1112,374,1,1,25,5,3785,0,0,1,4098,1
6308,5901,2420,174,1,1,34,6,6222,1,1,0,4155,1
4341,3716,1509,256,1,0,17,4,4397,1,1,0,2711,0
2574,1752,1537,274,1,0,33,10,826,1,0,1,658,1
828,8101,2420,239,1,0,13,3,976,1,1,1,1757,0
2540,1715,2796,159,1,0,27,9,887,0,0,0,9875,1
3742,3050,2306,196,1,0,21,7,123,1,1,0,8359,0
5405,4898,733,140,1,0,46,3,4585,1,1,1,7782,0
3745,3053,1636,385,1,0,19,1,5944,1,1,1,5307,0
1002,7,2082,334,1,1,21,1,4874,1,1,1,4668,0
9832,9816,549,204,1,0,46,3,428,0,1,1,9430,1
8756,8620,514,314,1,0,19,4,784,0,1,1,6436,1
1250,282,416,157,1,1,14,6,4572,0,1,1,3074,0
3143,2385,63,228,1,0,23,9,3377,1,1,0,817,0
