,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8174,7974,613,173,2,1,13,0,2079,0,1,1,8444,0
6070,5637,590,238,2,1,17,5,4559,1,0,1,3243,0
5908,5456,1669,358,2,0,28,10,5054,0,1,0,8784,1
6328,5923,351,399,2,0,23,8,745,0,0,0,9258,0
1691,771,1660,200,2,1,13,9,0,0,1,1,2351,0
673,6379,2795,249,2,0,14,7,1530,1,1,1,5040,0
5156,4621,2655,164,2,1,15,6,2271,0,0,1,1236,0
2922,2139,2088,294,2,1,16,7,5513,0,0,0,9834,0
6754,6396,2770,236,2,0,10,4,4155,0,0,1,6298,0
8629,8480,468,260,2,1,5,5,1258,1,1,0,8324,0
7742,7494,16,188,2,1,4,4,1515,0,1,1,7169,0
8944,8829,1226,160,2,1,31,1,3863,1,1,1,2017,0
8413,8240,1224,358,2,1,18,8,0,1,0,0,8872,0
1472,528,30,335,2,0,8,1,5408,0,1,1,5095,0
5100,4560,1808,181,2,0,8,6,0,1,1,0,1096,0
8706,8565,1674,459,2,0,37,8,0,0,0,0,3975,1
4827,4255,1942,245,2,1,34,5,888,0,0,1,6237,1
6977,6643,2863,196,2,1,24,6,1638,0,1,0,5248,0
624,5835,441,86,2,0,30,3,2432,0,0,1,5883,0
668,6323,1604,304,2,1,28,4,1852,0,1,1,7529,0
1631,705,134,0,2,1,36,1,3962,0,1,1,5080,1
7032,6706,2803,224,2,1,23,5,0,0,0,1,2773,0
6289,5880,2631,242,2,1,45,5,1164,0,1,0,8508,1
9966,9964,437,88,2,1,17,5,2154,0,1,1,5568,0
2906,2121,2093,411,2,1,23,7,0,1,1,0,7023,0
4504,3897,2452,370,2,1,19,8,2721,0,1,0,5497,0
6918,6578,1896,206,2,1,6,0,616,1,1,1,4855,0
4830,4259,1688,269,2,1,12,5,0,1,1,0,1650,0
4038,3379,1753,78,2,0,13,7,0,0,1,0,2609,1
7110,6793,1753,288,2,0,10,10,0,1,0,1,7845,0
7684,7429,1525,224,2,1,23,1,2220,0,1,1,7479,0
8001,7783,1949,316,2,1,14,10,0,1,1,0,1510,0
9039,8936,2783,154,2,0,26,1,0,1,1,1,9013,0
5082,4539,392,333,2,0,23,5,3432,2,0,0,4743,1
4210,3571,1362,46,2,1,10,3,720,0,1,0,2971,0
8355,8175,1700,113,2,1,26,5,1065,0,1,1,1356,0
4185,3542,2389,284,2,1,17,9,0,1,1,0,6045,0
8827,8699,922,247,2,1,23,8,0,1,1,0,6827,0
8743,8606,2097,59,2,1,7,10,5200,1,0,1,5278,0
4768,4189,1895,208,2,0,13,4,0,0,1,1,1699,1
5822,5361,2305,233,2,1,17,3,0,1,1,0,9286,0
2149,1281,1007,445,2,1,39,5,89,0,1,0,6483,1
8159,7958,1605,70,2,0,7,7,0,1,1,1,2980,0
9030,8926,96,186,2,1,33,3,690,0,0,0,2300,1
4775,4197,347,135,2,1,17,6,0,1,1,1,350,0
6060,5626,997,363,2,1,21,8,4159,1,1,0,1904,1
1355,398,1878,343,2,1,21,7,0,0,1,1,9750,0
6646,6276,1609,294,2,0,24,3,0,1,0,0,5541,0
5123,4585,674,441,2,1,11,9,5976,0,0,1,262,0
543,4935,1431,330,2,1,33,0,4465,0,1,0,543,1
6906,6565,2443,297,2,0,28,4,0,1,0,1,304,0
3464,2741,1887,306,2,0,19,8,4441,0,1,0,6379,0
9515,9464,2661,248,2,1,20,10,2537,0,1,1,8967,0
6625,6253,878,266,2,0,23,7,958,0,1,0,4174,0
3047,2278,1081,393,2,1,30,8,0,1,1,1,4587,0
5735,5264,1060,194,2,0,26,5,0,1,0,1,116,0
2145,1276,1050,242,2,1,15,5,3092,1,1,0,9921,0
7047,6722,1476,394,2,0,13,3,1769,1,0,0,8965,0
5221,4694,1430,193,2,0,11,5,0,1,1,0,9372,0
265,1846,441,140,2,0,18,10,6330,0,1,0,1303,0
7220,6915,451,327,2,1,22,10,0,1,0,0,1222,0
4338,3712,674,323,2,1,7,3,0,0,1,1,1869,0
4362,3739,2655,180,2,0,4,4,621,0,0,1,7355,0
9574,9529,1240,163,2,1,19,4,0,1,1,0,3652,0
8358,8178,2350,284,2,0,22,9,5341,0,1,0,2410,1
7333,7040,2913,308,2,1,25,3,2981,1,1,0,9023,0
103,47,311,137,2,1,18,8,0,1,1,0,7770,0
8341,8160,1046,125,2,0,13,4,0,1,1,0,1365,0
8773,8639,1653,226,2,1,16,10,0,1,1,0,1059,0
6062,5628,1080,327,2,1,14,9,0,1,1,1,6697,0
6516,6132,826,216,2,0,14,8,0,2,0,1,412,0
4123,3474,2430,261,2,0,20,1,284,0,0,1,3317,0
567,5201,2587,296,2,0,45,1,3077,0,1,1,6523,0
8501,8338,1643,287,2,1,11,7,0,1,1,0,7996,0
5467,4966,255,182,2,1,15,1,4241,0,1,1,2791,0
8520,8359,520,243,2,1,34,1,0,1,1,1,4263,0
36,3001,2775,99,2,1,13,4,3573,0,0,1,801,0
4102,3451,623,271,2,1,15,4,0,1,0,1,8203,0
7646,7387,944,175,2,1,14,2,3700,0,1,1,3334,0
3130,2371,451,404,2,0,38,6,0,0,1,0,6378,1
4890,4325,236,161,2,0,16,5,0,1,1,0,2273,0
1330,371,1542,249,2,0,28,9,0,1,1,0,9384,0
5049,4503,1199,393,2,1,20,2,1817,0,0,0,2583,0
5798,5333,1936,341,2,1,36,0,2842,0,0,1,1923,0
2251,1394,2748,286,2,0,7,9,2580,0,1,0,6758,0
1175,198,123,328,2,1,21,6,0,1,1,0,2582,0
3279,2536,422,261,2,1,19,8,0,1,1,0,8239,0
3314,2575,1216,217,2,0,45,4,3204,1,1,1,4192,1
8618,8467,2420,265,2,0,23,7,81,1,1,1,6366,0
6080,5648,1975,268,2,0,24,3,0,0,0,0,3471,1
7282,6983,375,190,2,0,26,8,4725,1,1,0,6896,1
3379,2647,1819,412,2,0,27,8,0,1,1,1,1613,0
9813,9795,2715,199,2,0,11,2,6331,0,1,1,1672,0
2392,1550,28,258,2,1,33,5,0,0,1,1,2842,0
586,5412,2930,230,2,1,35,10,4496,0,1,0,6384,1
3519,2803,2593,270,2,0,23,6,4806,0,1,0,8284,1
7653,7395,1230,144,2,0,12,6,1878,0,0,0,7886,1
8972,8860,628,259,2,0,14,5,5356,0,1,1,1038,0
7493,7217,2371,219,2,0,19,2,3275,1,1,1,1668,0
2868,2078,33,154,2,1,18,9,5186,1,1,0,9412,1
4872,4305,1076,399,2,1,14,4,0,0,1,0,9491,0
7262,6961,1089,250,2,0,22,5,73,0,1,1,7269,0
5824,5363,1125,245,2,1,18,1,0,2,1,1,8521,1
789,7668,2097,313,2,1,30,9,4439,0,1,1,4072,0
5872,5416,1786,267,2,1,3,8,0,1,0,1,3037,0
8235,8042,1586,173,2,1,19,10,17,0,1,1,2596,0
6202,5784,445,299,2,1,31,9,1341,0,0,1,7233,0
5805,5342,1369,146,2,0,20,1,6161,0,1,1,164,0
4879,4313,2210,392,2,0,26,4,5451,0,1,0,3568,1
1702,784,1686,295,2,1,4,6,0,1,1,0,3282,0
3706,3010,1977,238,2,0,26,7,2114,1,0,0,8801,0
8276,8087,177,189,2,1,14,10,3387,1,0,1,1596,0
286,2079,1361,211,2,1,11,6,285,0,1,0,3395,0
291,2135,24,356,2,0,23,6,6009,1,1,0,5252,0
315,2402,124,83,2,1,19,4,0,1,0,0,7584,0
7896,7664,905,244,2,1,23,1,0,1,1,0,4187,0
6410,6015,452,298,2,0,45,1,0,1,1,1,4797,0
4313,3685,1407,255,2,1,51,2,1242,0,1,0,6650,0
5851,5393,2013,185,2,1,15,4,0,1,0,1,4980,0
1339,381,403,291,2,1,28,8,2339,0,1,1,7895,0
7017,6689,2473,255,2,1,7,6,4668,1,1,1,6763,1
5503,5007,765,313,2,1,6,2,1805,0,1,1,1578,0
1768,856,2567,369,2,1,10,1,3308,1,0,0,3484,0
3187,2433,1909,125,2,0,27,9,707,0,0,1,900,0
4502,3895,2177,307,2,1,27,6,4337,0,1,0,2371,1
318,2435,1741,237,2,0,4,4,0,0,1,0,9175,0
6408,6012,548,338,2,1,26,5,583,1,1,0,2981,0
410,3458,1756,318,2,1,5,2,0,1,0,0,1671,0
5609,5125,1934,232,2,0,22,5,0,2,1,0,6162,0
9615,9575,452,301,2,0,29,4,0,1,1,0,2865,1
8467,8299,2314,318,2,1,44,4,0,1,1,1,8986,0
2107,1234,1674,255,2,0,24,4,6370,0,0,1,5699,0
8239,8047,1595,248,2,1,16,8,3825,1,0,0,3146,0
2417,1578,111,341,2,0,15,9,898,0,1,1,6903,0
9989,9990,1763,450,2,1,10,5,0,1,1,1,4414,0
7323,7029,1156,351,2,1,6,9,0,1,1,0,6660,0
1941,1049,1330,61,2,1,26,4,5735,0,1,0,8290,0
1496,554,2022,178,2,1,20,9,0,1,0,0,8845,0
3017,2245,2389,199,2,0,11,3,4408,1,1,0,1272,0
6746,6387,74,249,2,1,21,4,0,0,1,1,373,0
3934,3263,1488,190,2,0,28,1,0,1,1,0,272,0
921,9135,469,218,2,1,43,1,0,0,1,0,5676,1
5332,4817,336,319,2,0,11,4,1590,0,1,0,4873,0
1076,88,366,311,2,1,21,9,0,1,1,0,9980,0
6768,6411,1615,208,2,1,24,7,0,1,1,0,792,0
2138,1268,2389,327,2,1,27,4,394,1,1,1,5184,0
8985,8874,1274,273,2,1,23,8,1923,0,1,1,3610,0
8696,8553,1055,113,2,1,16,0,4901,0,1,1,2082,0
7456,7176,1608,399,2,1,2,9,0,1,1,0,3775,0
1901,1005,1696,405,2,1,49,6,0,1,0,1,7442,0
1793,884,17,238,2,1,18,1,4272,1,1,1,2618,0
7166,6854,630,227,2,0,22,9,0,1,1,0,8878,0
908,8990,2289,294,2,1,13,2,2910,0,1,1,1454,0
5193,4662,2179,171,2,0,11,10,1642,0,1,1,8194,0
594,5501,1054,388,2,0,8,5,4552,1,0,1,6543,0
5304,4786,2167,140,2,0,24,7,5233,1,0,0,7575,0
4092,3439,2229,192,2,0,22,5,0,1,1,0,806,0
6134,5708,1967,308,2,0,7,9,0,1,1,1,7308,0
8999,8892,2324,311,2,0,20,10,0,1,1,1,3247,0
4802,4228,403,121,2,1,21,4,0,0,1,0,1971,0
6454,6063,630,206,2,1,17,0,2284,0,1,1,3082,0
1877,977,2219,379,2,1,37,10,4999,1,1,0,4731,1
1981,1093,2312,85,2,0,51,1,398,0,0,1,1932,0
9608,9567,274,309,2,1,26,10,0,1,1,0,2385,0
4541,3938,1226,226,2,0,18,8,1256,0,1,1,8387,0
2178,1312,1623,383,2,0,25,1,1319,0,1,0,3873,0
4519,3914,1798,226,2,1,20,8,0,0,1,1,5926,0
2885,2097,704,269,2,1,24,6,0,1,1,0,882,0
3481,2760,1388,338,2,0,16,10,4891,1,1,1,6782,0
9892,9882,2412,213,2,1,22,6,4078,0,0,1,778,0
4047,3389,1621,329,2,1,3,3,1903,0,1,1,4495,0
5790,5325,2484,95,2,1,9,8,0,1,1,0,6039,0
7699,7447,2292,214,2,0,18,10,0,1,0,1,6380,0
8611,8460,2897,205,2,0,12,1,0,1,1,0,8935,0
7142,6828,1928,221,2,0,45,3,2633,1,1,0,1256,1
1897,999,2573,282,2,0,19,0,0,1,0,0,8998,0
8207,8011,884,175,2,1,45,3,1676,1,1,1,7296,0
393,3268,699,165,2,1,20,9,0,1,0,0,6712,1
7234,6930,468,121,2,0,17,6,2038,0,1,1,4857,0
95,9556,887,124,2,1,17,2,4593,0,0,1,1203,0
8970,8858,556,367,2,1,43,3,0,1,1,1,6834,0
1488,545,1441,205,2,1,12,7,1730,3,1,0,6735,1
3948,3278,2321,357,2,1,40,10,1825,1,0,1,1379,0
3448,2723,544,169,2,0,13,6,2095,0,1,0,8836,0
2465,1631,2831,372,2,0,14,2,6043,0,0,1,8943,0
8582,8427,2786,277,2,1,14,1,2854,0,0,1,659,0
5506,5010,1730,199,2,1,16,0,5039,1,0,1,3352,0
5399,4892,301,342,2,1,17,9,206,0,1,1,6942,0
4708,4123,2206,139,2,1,26,7,0,1,0,0,7509,0
2273,1418,2429,335,2,0,9,8,1960,0,0,1,8794,0
7934,7707,159,238,2,1,13,7,2733,0,1,1,1745,0
2406,1566,1751,311,2,1,14,9,5146,0,1,1,1476,0
1142,162,1145,402,2,1,23,10,0,1,1,0,2929,0
8148,7945,1786,389,2,1,29,8,5621,0,1,1,6525,0
2833,2040,538,292,2,1,22,9,0,0,1,0,8618,0
8824,8696,745,252,2,0,17,7,0,1,1,1,6703,0
1046,55,1093,416,2,0,24,1,0,0,1,0,3614,1
3149,2392,2096,252,2,0,16,9,1414,0,1,0,8050,0
625,5846,42,459,2,1,17,8,809,0,0,0,1500,0
9334,9263,2482,250,2,1,7,2,0,1,1,1,4501,0
7566,7298,2026,183,2,1,18,5,5311,0,1,0,3715,1
9646,9609,1871,459,2,1,53,2,5103,0,1,0,9895,1
353,2824,2206,279,2,1,7,7,0,1,1,1,8758,0
5190,4659,1932,344,2,1,18,6,0,1,1,0,321,0
4181,3538,2173,265,2,1,8,5,3210,0,1,0,6434,0
6717,6355,2420,272,2,0,40,6,4796,0,0,1,8529,1
3798,3111,963,309,2,0,25,0,0,1,1,0,7706,0
2867,2077,1804,168,2,0,9,1,0,0,0,1,310,0
1432,484,1484,182,2,0,26,5,0,0,1,1,9732,0
217,1313,1807,339,2,0,15,10,0,1,0,0,4234,0
4132,3484,1702,149,2,0,10,7,5551,0,0,1,8915,0
2114,1242,2857,341,2,1,15,9,0,0,1,0,1120,0
7854,7618,190,355,2,1,31,8,0,1,0,1,68,0
5159,4625,2350,371,2,0,51,10,4678,0,1,1,5363,0
9715,9686,201,289,2,0,16,8,0,1,1,0,9947,0
747,7201,2061,59,2,0,28,6,4603,0,1,0,7402,0
1441,494,1721,236,2,1,26,7,0,0,1,1,823,0
6117,5689,1873,459,2,1,19,3,0,1,1,0,1127,0
5561,5071,1689,380,2,0,38,3,0,0,1,1,5811,1
8664,8518,737,299,2,0,30,3,0,1,1,1,6152,0
9391,9326,1160,455,2,1,43,0,0,1,1,1,9812,0
509,4558,1407,208,2,0,19,3,0,1,1,1,2472,0
7162,6850,2200,216,2,1,16,10,2698,0,1,0,4321,0
6975,6641,249,165,2,1,20,3,1243,0,1,0,2855,0
4350,3726,704,449,2,0,18,7,0,1,1,0,2335,0
9129,9036,878,447,2,0,22,7,4972,0,0,1,2852,1
9203,9118,447,382,2,1,33,5,0,1,0,0,1329,1
712,6813,313,241,2,1,20,1,1658,0,1,0,9595,0
5133,4596,1394,88,2,1,19,7,1492,0,0,1,3338,0
334,2613,683,235,2,0,19,7,637,0,1,0,7511,0
7921,7693,1778,197,2,0,17,8,0,1,1,1,522,0
2036,1155,933,391,2,1,16,7,3693,0,0,1,6748,0
3064,2297,170,115,2,1,17,7,789,1,1,0,5876,0
3894,3218,525,204,2,1,19,3,4137,0,1,0,1962,0
2303,1452,490,323,2,1,27,0,2051,0,0,1,4824,0
8280,8092,1746,315,2,1,35,8,0,1,0,1,1019,0
6641,6271,2923,220,2,0,15,8,0,1,1,1,6492,0
6955,6619,985,347,2,1,17,9,2266,0,1,0,3372,0
2109,1237,1839,205,2,1,23,6,0,1,0,1,2318,0
1737,822,2381,378,2,1,21,10,0,0,1,1,7039,0
6749,6391,58,293,2,0,6,10,5348,0,0,1,5342,0
379,3113,723,296,2,0,21,3,0,2,0,0,4878,1
8782,8649,1605,209,2,0,9,7,0,1,1,1,3989,0
3011,2239,910,135,2,1,12,9,0,0,1,0,6428,0
8858,8733,1155,356,2,1,19,1,0,1,0,1,4480,0
2619,1803,1490,459,2,1,31,9,0,0,0,0,5844,1
6670,6303,215,367,2,0,25,2,0,1,1,1,7463,0
2982,2205,1388,135,2,0,25,4,0,1,1,0,6164,0
1285,320,1953,129,2,0,45,6,4287,0,1,1,6345,0
1349,392,2569,184,2,1,25,4,0,0,1,0,9073,0
3535,2820,2528,271,2,1,19,6,6027,0,1,1,7078,0
6959,6624,2397,226,2,0,28,4,497,0,0,1,9244,0
1543,607,1037,265,2,1,51,7,4328,0,1,1,6416,0
9535,9486,2892,459,2,1,23,9,2729,0,1,1,4173,0
6365,5964,228,352,2,0,30,6,1471,1,0,0,4793,1
967,9645,999,246,2,0,16,10,0,1,0,0,5858,0
3295,2553,830,363,2,0,1,10,0,0,1,0,4955,0
3210,2460,2338,215,2,0,35,1,731,0,1,1,8619,0
6605,6231,1426,380,2,0,15,6,0,1,1,0,9254,0
2122,1251,2182,374,2,0,14,10,4617,0,0,0,7016,0
934,9279,2825,201,2,1,19,10,0,2,1,1,400,0
6101,5672,2541,442,2,1,14,7,0,0,1,1,6855,1
4689,4102,2296,380,2,1,27,0,3232,0,0,0,3929,1
394,3279,435,203,2,0,6,0,6195,0,1,1,8382,0
4685,4097,754,146,2,1,24,1,4738,0,0,1,1553,0
8776,8642,1067,176,2,1,26,10,0,1,1,0,9305,0
5980,5536,408,167,2,0,13,8,0,1,1,0,3698,0
2191,1327,1124,134,2,0,29,7,1502,0,1,0,9008,1
4342,3717,620,163,2,1,12,7,2921,0,1,1,4434,1
2030,1149,2131,233,2,0,10,3,0,1,0,1,274,0
58,5445,2570,120,2,0,48,5,0,0,1,0,3578,1
4506,3899,2825,206,2,0,48,4,0,0,1,1,8331,0
676,6412,2088,202,2,0,20,5,5723,1,1,0,8141,0
2337,1489,1407,310,2,0,17,10,0,1,0,0,3930,0
9700,9670,1571,172,2,0,18,5,3482,1,1,1,7951,0
5502,5006,30,223,2,0,22,4,1058,0,1,1,8728,0
9083,8984,1154,36,2,1,22,9,0,1,1,1,9029,0
6861,6515,2375,214,2,1,23,6,231,0,0,0,2436,0
8463,8295,30,135,2,1,31,3,0,0,1,0,827,1
5226,4699,1832,90,2,1,21,1,886,0,1,1,1353,0
5279,4758,2660,261,2,0,22,8,34,0,1,1,1384,0
462,4035,2549,118,2,0,7,4,680,1,1,0,423,0
3813,3129,2107,312,2,1,55,6,3082,0,1,1,3320,0
5746,5276,1863,445,2,0,23,8,3840,0,1,1,3114,0
1915,1020,2420,112,2,1,7,8,0,0,0,1,5128,0
1295,331,1771,143,2,0,15,4,3885,0,0,0,5501,0
1406,455,608,181,2,1,5,3,2229,0,0,1,8143,0
221,1358,2867,123,2,1,12,8,0,0,0,1,1410,0
4418,3801,2213,291,2,0,29,2,2828,0,1,0,2507,0
858,8434,176,65,2,1,14,10,3698,0,1,1,2002,0
1783,873,2609,142,2,1,20,1,2914,1,0,1,2969,0
7259,6958,1183,234,2,1,14,8,530,0,1,1,1965,0
1954,1063,2631,233,2,1,33,6,4555,1,1,1,4009,0
1746,832,139,193,2,0,41,1,0,0,0,1,1706,1
8036,7821,2782,164,2,1,3,1,0,1,0,0,244,0
8850,8725,887,109,2,0,32,6,0,3,1,1,9086,1
994,9945,2493,447,2,1,25,10,1894,1,1,0,2585,0
6273,5862,76,352,2,1,25,3,4277,1,0,1,9627,1
3625,2920,2178,79,2,1,13,5,4904,1,1,1,240,0
6755,6397,900,421,2,1,20,4,2241,1,1,1,4144,0
7991,7770,2602,36,2,0,21,10,0,1,1,0,6006,0
157,646,566,195,2,0,10,3,0,1,1,1,9550,0
9508,9456,1573,253,2,1,8,9,6140,1,1,1,2190,0
5623,5140,1521,195,2,1,24,7,0,1,1,1,1317,0
9932,9927,899,286,2,1,0,9,2877,1,1,1,843,0
9569,9524,2206,319,2,0,12,2,0,1,1,0,5257,0
6682,6316,2453,249,2,1,11,6,4759,1,1,0,2342,0
9629,9591,370,106,2,1,26,3,1719,0,0,1,8849,0
1550,615,607,248,2,0,36,3,0,1,1,1,7380,0
1009,15,2363,259,2,1,53,0,0,0,1,1,4176,0
2519,1692,1350,221,2,0,44,0,4411,1,1,1,5132,0
9084,8985,2522,295,2,0,29,7,0,0,1,0,6192,1
5316,4799,878,263,2,1,22,6,425,0,1,0,4080,0
2840,2048,2833,137,2,1,22,5,0,1,1,0,5820,0
4329,3703,834,357,2,1,42,4,0,1,1,1,8750,0
5747,5277,1583,151,2,1,16,9,672,0,0,1,2528,0
6210,5793,2453,131,2,1,12,4,0,1,1,0,2565,0
2328,1479,1775,315,2,1,11,3,0,1,1,1,4584,0
5828,5367,2754,318,2,0,19,9,0,2,1,0,8398,0
696,6634,781,54,2,1,44,1,5016,0,1,1,8656,1
9938,9933,1442,135,2,0,18,6,5838,0,0,0,7639,0
7108,6790,398,415,2,0,19,3,3086,1,0,1,8584,0
3666,2965,2222,310,2,0,3,10,0,1,1,1,5877,0
736,7079,2305,425,2,1,49,7,3911,0,1,1,8446,0
8201,8005,1666,327,2,0,31,2,5471,0,0,1,673,0
8652,8505,1223,383,2,0,25,1,831,0,0,0,530,0
453,3935,1146,199,2,0,26,4,3196,0,1,0,7874,0
6291,5882,1880,172,2,1,6,8,0,1,0,0,3502,0
8281,8093,2173,176,2,1,22,9,4807,0,1,1,9751,0
37,3112,1594,413,2,1,15,8,5264,0,0,1,9924,0
2554,1730,1863,365,2,1,12,3,3563,0,0,0,8599,0
940,9346,2099,319,2,1,17,1,495,0,1,1,1591,0
4354,3730,1915,167,2,1,27,5,0,0,1,0,1804,0
3058,2290,2127,289,2,0,40,9,0,1,1,1,8075,0
5340,4826,249,289,2,1,24,0,0,0,1,0,2050,0
9173,9084,2596,282,2,1,25,9,2245,0,0,1,7749,1
6244,5830,2538,279,2,0,2,5,0,1,1,0,1114,0
7739,7491,2931,333,2,1,23,6,0,0,0,1,895,0
4692,4105,517,211,2,1,12,10,1080,1,0,0,134,0
3125,2365,537,345,2,0,8,5,2950,0,1,1,3638,0
5333,4818,1238,326,2,1,15,1,6320,0,0,0,5222,0
6423,6029,1839,261,2,1,23,9,1210,0,1,0,4918,0
3080,2315,432,77,2,1,10,4,0,1,1,0,3912,0
