,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2020,1138,1390,236,1,0,12,7,4928,0,1,0,4885,0
9054,8952,1667,155,0,0,12,6,0,1,0,1,5462,0
952,9479,2846,180,1,0,48,10,914,0,0,1,4935,0
5359,4847,1587,293,1,1,24,1,1432,0,1,1,5709,1
3857,3177,2072,245,0,0,27,8,3236,0,1,1,503,0
5861,5404,2758,171,0,1,30,4,5900,0,1,1,3494,0
3145,2387,1636,91,1,0,30,3,5094,0,0,0,168,1
3305,2565,439,395,0,0,44,9,0,0,1,1,3640,0
3006,2233,2177,356,0,0,27,1,1189,0,1,0,4939,1
9001,8894,2878,297,2,1,14,7,1996,0,1,1,2189,0
7770,7525,2722,308,0,1,11,4,2129,0,1,1,2900,0
7438,7156,306,137,0,0,14,5,5600,1,1,0,3124,0
7942,7716,2429,151,0,0,24,1,0,0,1,1,4352,1
9238,9156,1460,382,0,0,32,5,0,1,1,0,1660,0
1056,66,2571,284,2,1,15,4,0,1,1,0,6913,0
3154,2397,1943,261,0,1,33,8,0,1,0,1,6812,0
3787,3099,1675,247,1,1,9,5,2898,0,1,1,4796,1
9189,9102,441,216,1,1,14,10,3509,1,1,0,4235,0
7825,7586,523,203,1,0,5,5,345,1,1,0,7550,1
7539,7269,2473,364,0,1,24,3,1612,0,1,0,3158,0
7231,6927,1953,164,0,1,22,2,3243,0,1,1,353,0
764,7390,1387,319,1,1,25,3,3254,2,1,1,3208,1
5019,4470,2208,432,1,0,35,5,2063,0,0,1,1764,1
4903,4340,293,303,0,1,24,4,4134,1,0,0,9375,0
8093,7884,2062,193,0,1,29,6,0,1,1,0,9397,0
6843,6495,922,349,0,1,15,1,2470,0,1,1,1313,0
2165,1298,27,120,0,1,15,8,0,1,0,1,3232,0
1862,961,2305,90,0,1,26,10,4573,0,1,0,8058,1
7850,7614,471,97,0,0,18,0,0,1,1,0,2071,0
9123,9029,1464,327,0,1,15,8,203,0,0,0,1017,0
2340,1493,2592,132,1,1,23,0,1557,0,0,0,1264,1
5527,5033,884,307,0,1,20,3,2518,0,1,1,6705,0
6743,6384,1546,164,1,0,33,10,3127,0,1,0,5468,1
4003,3341,862,359,0,0,8,1,3893,1,1,1,5490,0
1123,141,1177,388,1,1,15,1,4183,0,1,1,5365,1
8709,8569,2074,138,0,1,21,7,137,1,1,0,1325,0
4049,3392,374,227,2,1,15,5,0,1,1,1,8715,0
7640,7381,509,399,1,0,16,3,4330,0,1,0,5508,0
765,7401,220,319,2,0,9,3,2913,0,1,0,2380,0
2344,1497,2863,323,1,0,31,5,5943,0,1,0,8610,1
4071,3416,1081,459,2,0,36,5,1688,0,1,0,8138,0
7216,6910,2682,288,0,1,23,9,3706,2,1,0,4037,1
4216,3577,2694,403,0,1,38,10,6164,0,1,1,8399,0
7952,7727,1689,355,1,0,15,3,597,1,1,1,2608,0
5970,5525,2831,79,0,1,17,1,6129,0,0,0,7716,0
3350,2615,392,279,2,1,17,3,2007,1,0,1,9113,0
4695,4108,567,278,0,1,19,1,2115,0,1,1,3444,0
3399,2670,2025,237,0,0,13,7,4576,0,1,0,752,1
4081,3427,2675,330,2,1,15,6,0,1,0,1,1006,0
9149,9058,1615,206,1,0,25,8,1550,1,1,0,7501,0
1224,253,1336,109,2,0,29,9,2380,0,1,0,4399,0
6292,5883,2570,103,0,0,15,1,3095,0,0,1,9451,0
3122,2362,871,285,0,1,11,5,3292,0,1,0,6425,0
510,4569,915,133,1,0,13,2,5060,1,1,1,3426,0
5794,5329,1738,278,0,1,39,6,0,1,1,1,7562,0
8181,7982,1751,207,0,1,10,9,2516,1,0,1,6947,0
9417,9355,1242,186,2,0,15,7,0,1,1,0,7631,0
96,9667,1046,382,2,1,23,10,200,0,0,1,8006,0
6681,6315,1621,211,0,1,13,8,4070,0,1,1,4416,0
1512,573,2133,265,0,1,21,2,0,1,1,1,9942,0
8791,8659,915,334,0,0,7,10,0,1,1,1,3798,0
119,225,2857,308,1,1,16,5,4689,1,1,0,1173,0
7791,7548,1689,193,1,0,13,7,3960,0,1,0,9963,0
6517,6133,1353,237,1,0,33,10,4094,1,1,1,8368,0
33,2668,1655,129,2,0,24,7,0,1,1,1,6318,0
7887,7654,605,325,1,0,12,3,4778,1,0,0,8054,0
6830,6481,1693,374,0,1,25,10,4172,1,0,0,2065,0
5421,4916,2646,198,0,0,21,8,0,1,0,0,9797,0
1068,79,997,203,0,1,39,7,0,0,1,0,5188,1
1347,389,1660,130,0,1,19,3,0,1,1,1,9229,0
4747,4166,686,272,2,1,46,7,0,1,0,1,3269,0
6005,5565,1512,245,0,0,6,10,0,1,0,1,6574,0
6039,5603,1233,206,2,1,8,6,0,1,0,1,9755,0
3817,3133,2617,291,1,0,11,7,66,0,0,0,6217,1
8446,8276,2170,300,0,0,15,7,0,1,1,0,3557,0
5269,4747,2681,289,1,1,16,7,3642,0,1,0,8149,1
6897,6554,330,101,0,0,30,7,2258,0,1,1,9556,1
5309,4792,1284,293,2,0,18,6,4550,0,1,0,1119,0
31,2446,2007,142,0,1,18,8,5596,0,0,1,3149,0
5674,5196,1390,149,2,1,10,9,0,1,0,0,5397,0
4386,3765,2575,392,1,0,24,3,3221,0,1,0,5625,0
29,2224,1609,20,0,1,11,0,4949,1,1,1,7365,0
4202,3562,2856,135,0,1,12,10,0,1,0,0,71,0
7507,7233,1593,185,1,1,26,10,1574,0,1,0,1073,1
735,7068,2575,106,0,1,29,7,0,0,1,1,9439,0
2067,1189,337,353,0,1,13,10,1670,0,1,1,7681,0
106,80,2525,191,1,1,14,1,5736,0,1,1,32,0
9644,9607,1288,61,0,0,17,9,0,1,1,1,2804,0
8894,8773,427,94,0,0,21,3,5234,0,1,1,8341,0
8020,7804,646,459,0,0,28,3,4169,0,1,1,4967,0
2232,1373,2214,258,2,1,18,9,0,1,1,0,3421,0
993,9934,1006,270,2,0,10,8,6055,0,0,0,145,0
9412,9350,505,334,0,1,8,7,6286,0,0,0,1910,0
7058,6734,2918,233,0,0,53,5,4491,2,1,1,8502,1
6789,6435,2574,277,0,1,28,0,0,1,0,0,6062,0
360,2902,2796,315,2,1,10,4,0,1,0,1,4536,0
304,2280,318,162,0,1,15,5,1461,0,0,0,9704,0
2627,1811,2064,180,1,1,7,7,5479,1,1,0,3748,0
8965,8852,962,86,1,0,40,9,3615,0,1,1,5778,0
4513,3907,786,305,0,0,23,9,0,1,0,0,6002,0
5910,5459,2205,90,0,0,21,7,0,0,1,1,5781,0
8313,8129,2665,248,0,1,20,4,0,0,1,0,6783,0
3100,2338,1595,419,1,1,17,4,6152,1,1,1,1152,0
5703,5229,994,125,0,0,24,9,4910,0,1,0,6993,0
3898,3222,2899,271,1,1,41,3,333,0,1,0,8902,1
5440,4937,1803,299,1,1,25,3,4398,0,0,0,1108,1
7930,7703,230,109,2,1,20,8,0,1,0,0,5082,0
621,5802,2098,265,2,0,22,2,4434,0,0,1,2913,0
7235,6931,115,306,0,1,17,6,2746,0,1,0,8015,0
2498,1667,420,327,0,1,19,9,0,1,1,1,2374,0
713,6824,1931,110,0,0,23,4,3508,0,1,0,3996,0
8403,8229,1207,453,0,0,10,5,0,1,0,1,1316,0
2855,2064,2205,319,2,0,57,6,0,1,1,1,9663,0
4269,3636,2773,357,0,1,26,5,996,0,0,1,5572,0
2908,2123,1401,103,0,1,51,10,5954,0,1,1,5773,0
8080,7870,2141,366,0,1,29,4,2569,0,1,0,2479,0
4516,3910,2869,106,1,0,14,9,909,3,1,1,9741,1
1261,294,2350,353,1,1,20,7,5177,1,1,0,8785,0
3160,2404,2082,200,0,1,10,6,0,1,1,1,7102,0
970,9679,1470,247,0,0,30,2,3136,0,1,1,7038,0
3912,3239,966,190,2,1,28,3,5353,1,0,0,4899,0
5198,4667,1470,213,0,1,22,1,5555,0,0,0,6424,0
8846,8720,2003,180,0,0,35,3,0,1,1,0,5985,0
259,1780,2788,459,1,1,20,4,4900,0,1,1,2259,0
3790,3103,1068,205,2,0,36,0,5315,0,1,1,3003,1
9202,9117,1623,137,0,1,13,10,1691,0,1,0,7399,0
487,4312,662,151,0,1,21,4,2899,0,1,1,2456,1
7907,7677,2093,292,1,0,21,3,4863,1,1,1,9211,0
518,4657,1715,307,0,1,30,5,87,1,0,1,4326,1
8342,8161,2665,264,0,0,16,4,0,1,1,0,3316,0
311,2358,593,338,1,1,12,7,5009,0,1,0,2544,0
3231,2483,1571,255,0,1,18,7,2021,0,1,0,9340,0
7932,7705,1054,459,0,1,22,9,198,0,1,0,7791,0
7457,7177,954,274,1,0,25,3,1313,3,1,0,6392,1
9783,9761,29,210,1,0,31,5,6115,1,1,0,271,0
5183,4651,2489,303,0,1,20,1,0,1,0,1,3157,0
8076,7865,2320,341,0,0,18,10,0,0,0,0,6502,1
6501,6116,1947,288,0,1,12,10,0,1,1,0,3201,0
6790,6436,1621,96,2,0,22,7,2963,0,0,1,5165,0
7772,7527,49,401,1,0,32,5,3658,0,1,0,3625,1
2737,1933,847,81,0,1,13,5,4937,1,0,1,8484,0
7841,7604,888,315,1,0,28,8,889,0,1,1,2768,1
6261,5849,427,317,2,0,17,9,1857,0,0,0,5484,0
8205,8009,2505,86,1,0,21,5,4664,0,1,0,4760,0
1247,278,1138,121,0,1,6,7,0,1,1,0,6509,0
9335,9264,1782,346,1,1,32,5,2290,1,1,0,6753,0
4194,3552,1237,181,1,0,36,10,6196,0,1,1,5293,0
8000,7782,1093,356,1,1,18,9,180,1,1,1,4492,0
7377,7088,2253,300,0,0,22,0,1245,0,1,1,7776,0
3434,2708,2707,301,0,1,48,5,4213,0,1,1,1031,0
5381,4871,1106,459,1,1,14,10,3369,1,1,1,2785,0
958,9545,1906,140,2,1,9,9,2706,0,0,0,8423,0
416,3524,1150,96,1,0,43,6,812,0,0,0,789,1
5741,5271,1330,318,0,1,24,10,1500,0,0,1,8689,0
6727,6366,534,354,0,0,18,10,0,0,1,0,5305,1
4381,3760,690,101,0,1,21,8,0,1,0,1,8378,0
5196,4665,2104,328,0,0,4,8,1146,0,1,1,4297,0
1112,129,1964,299,0,0,24,4,5914,1,0,0,8349,0
2688,1878,494,167,1,1,14,5,632,0,1,1,2476,0
6472,6083,1335,260,1,0,16,2,3784,0,1,0,8109,1
8819,8691,1667,201,1,1,18,2,1901,0,0,1,2601,0
7807,7566,1456,217,1,1,16,4,474,0,1,1,6451,0
3410,2682,343,39,1,1,18,1,3174,1,0,0,1266,0
80,7890,358,274,0,0,16,1,6136,1,0,0,3955,0
4613,4018,764,354,0,0,28,8,0,1,1,1,8182,0
1373,418,2602,137,1,0,28,10,2931,0,1,0,1882,1
1509,570,2321,137,0,1,19,7,276,0,1,0,5369,0
6442,6050,2570,100,0,1,15,6,5507,0,1,0,4866,0
3070,2304,1570,283,2,1,14,3,0,1,1,0,2283,0
3015,2243,1806,283,1,1,25,9,5618,1,1,0,9302,0
4822,4250,1887,354,0,0,14,3,0,3,0,1,4435,1
7821,7582,1667,386,0,0,10,3,2863,0,0,1,1036,0
92,9223,586,133,0,0,18,2,0,1,1,0,580,0
9420,9359,1369,266,0,0,10,8,0,1,0,1,7274,0
6599,6225,471,459,0,1,31,7,2399,0,1,0,8080,1
4442,3828,2925,285,0,1,20,1,0,1,0,1,6393,0
7601,7338,1871,437,0,1,13,10,0,0,0,1,3575,0
3834,3152,2069,343,2,0,21,7,5887,1,0,0,740,0
9701,9671,2474,287,2,1,20,4,2024,0,1,0,1492,0
4321,3694,1234,260,0,1,16,5,5861,0,1,1,1348,0
3393,2662,311,319,0,1,12,7,0,1,1,1,9429,0
4751,4171,2433,270,1,0,46,9,2407,1,1,0,4942,1
7228,6923,1643,148,0,0,29,3,2264,1,1,1,3704,1
9190,9103,49,255,0,0,28,9,0,1,1,0,1874,0
2360,1515,304,127,1,0,23,6,828,0,1,0,9399,0
1147,167,1191,202,1,0,11,6,118,2,1,0,1949,0
5665,5186,1437,168,0,1,15,10,864,1,1,0,617,0
8074,7863,1225,426,1,0,9,8,2495,0,1,1,7697,0
4942,4383,2453,201,0,1,18,1,2193,0,0,0,4436,0
3662,2961,2297,241,0,0,10,6,1533,0,0,1,2548,0
1562,628,111,303,1,1,13,7,710,1,1,1,5223,1
4112,3462,1569,309,0,0,12,10,0,0,1,1,4151,0
9049,8947,1250,238,0,0,15,7,0,1,1,1,7690,0
9275,9197,414,36,1,1,24,1,5243,0,1,1,7580,0
8537,8377,612,410,2,0,28,7,0,1,1,1,3870,0
794,7723,318,263,0,1,11,1,0,0,1,0,4473,0
5853,5395,1470,205,1,1,22,6,4988,2,1,0,2742,1
7618,7356,1733,187,0,0,22,8,0,1,0,0,140,0
1593,662,123,200,2,1,18,8,2911,0,1,1,1253,0
7417,7133,1829,339,1,0,19,6,1988,0,1,0,1050,0
5266,4743,503,420,0,1,13,8,1443,0,1,1,4576,0
7146,6832,57,358,0,1,23,6,4924,0,1,1,7816,0
88,8778,2417,255,0,0,28,5,0,2,1,0,9630,1
8694,8551,2627,280,1,0,30,10,1347,1,0,0,8647,0
9731,9704,1910,216,1,1,11,8,181,0,1,0,3508,0
9445,9386,2254,298,2,0,10,6,6053,0,1,0,7824,1
6753,6395,942,270,2,1,20,8,3441,0,1,1,3139,0
3501,2783,436,255,1,0,12,2,41,1,0,0,2086,0
2233,1374,1918,174,2,1,20,0,1836,0,0,0,8159,0
2802,2006,2488,383,0,1,35,5,1086,0,1,1,3020,1
4423,3807,2639,394,0,0,22,4,0,1,1,1,9846,0
5662,5183,2077,312,0,0,22,8,0,1,0,1,1275,0
7169,6858,929,99,0,1,16,6,1883,1,0,0,3041,0
8336,8154,2097,395,1,0,15,0,1824,0,0,0,6339,1
2147,1278,923,274,0,1,15,3,93,0,1,1,3332,0
7968,7744,2761,201,2,1,27,9,5576,0,0,1,8152,0
6550,6170,2406,246,1,0,21,4,760,0,1,1,9333,1
7642,7383,2541,420,0,1,22,1,105,0,1,1,1235,0
6163,5740,2803,97,1,0,10,8,3188,1,1,0,416,0
1494,552,2847,58,0,1,34,7,0,1,0,1,1332,0
7695,7441,793,332,1,0,29,2,5807,1,0,0,209,1
7093,6773,1583,215,1,0,23,5,2718,0,1,0,3136,1
1408,457,537,316,0,1,14,10,0,1,0,0,6118,0
6690,6325,1941,182,1,1,12,9,2274,0,1,0,5135,0
3400,2671,2062,285,0,1,13,4,5338,0,1,1,1399,0
108,102,2752,214,2,1,15,6,3832,0,0,0,8404,0
5635,5153,1650,177,2,0,9,1,1312,0,0,1,6925,0
8481,8315,346,338,2,0,20,2,0,1,1,0,4962,0
6603,6229,230,163,0,0,17,2,5220,1,0,1,4982,0
1090,104,2152,148,1,0,16,5,5866,0,1,1,2066,0
5559,5069,2031,459,1,1,18,6,1617,0,1,0,5059,1
9411,9349,915,298,1,0,22,5,5314,3,1,0,1084,1
8142,7939,609,224,0,1,23,5,2546,0,0,1,1729,0
8663,8517,1093,148,0,1,21,1,0,0,1,1,5992,0
6595,6219,1278,210,2,1,6,8,0,1,0,0,2523,0
623,5824,1521,287,1,1,18,4,3600,1,0,1,9410,0
6870,6525,1339,459,1,0,18,0,3017,1,1,1,9951,0
4813,4240,2381,126,2,1,21,4,0,1,0,1,1394,0
6552,6172,196,402,1,0,16,6,2310,0,1,0,2446,0
7529,7258,2298,188,0,0,15,1,1489,0,1,1,3191,0
5795,5330,720,318,0,1,21,9,0,1,1,0,7524,0
7436,7154,1219,255,1,0,39,7,5790,0,1,0,2212,1
4217,3578,2017,196,1,1,17,6,1783,0,1,1,5727,1
5940,5492,1716,458,0,0,23,7,0,1,1,1,3828,1
8500,8337,2012,269,0,1,19,3,6189,0,1,0,5717,0
6428,6034,1861,236,1,0,21,6,2039,0,1,0,9618,1
6826,6476,490,156,0,0,33,1,0,1,1,1,7565,0
4130,3482,2566,163,0,1,21,3,2481,0,1,0,4055,0
7801,7560,501,287,0,1,36,8,2416,0,0,0,5069,1
7753,7506,2178,214,1,1,10,2,1084,0,1,0,6246,0
4721,4138,534,366,0,0,26,5,1912,0,1,0,2094,0
1650,726,1380,234,0,1,16,7,0,1,0,0,5381,0
4140,3493,2900,450,1,0,15,8,4057,1,1,1,9975,0
1617,689,1700,166,2,0,22,5,0,1,0,1,339,0
2029,1148,1638,129,0,1,15,5,4112,1,1,1,3648,0
8517,8355,2297,297,0,1,2,9,3064,1,1,1,5396,0
4575,3975,122,442,1,1,11,1,6127,1,0,1,7120,0
3992,3327,526,339,1,1,20,0,4823,1,0,0,9686,0
7376,7087,573,313,0,1,5,7,4400,0,1,1,3102,0
6149,5725,1265,252,2,1,16,7,0,1,1,1,909,0
4908,4345,1312,149,0,1,30,3,736,0,1,0,9353,1
5026,4477,1217,235,0,1,26,2,0,1,0,0,3577,0
8260,8070,1939,249,1,0,12,6,4809,0,0,1,2340,0
4731,4149,638,314,0,0,17,4,0,1,0,1,8106,0
7548,7278,469,193,1,0,44,10,3078,1,0,1,1190,0
8134,7930,2412,186,0,1,23,7,0,0,1,1,3741,0
1606,677,1023,175,1,0,22,3,6168,1,1,0,3046,0
4773,4195,1037,255,1,0,17,1,1791,1,1,1,2414,0
8109,7903,2098,270,0,0,16,0,0,1,1,0,4746,0
6951,6615,2436,267,0,1,24,9,202,0,0,1,238,1
6004,5564,1047,130,2,0,4,2,0,0,1,1,90,0
7728,7478,2851,225,0,0,13,9,0,0,0,1,8649,0
3541,2827,1642,447,2,0,49,5,240,0,1,1,8756,0
388,3212,2804,318,2,0,27,3,0,1,0,1,3487,0
1794,885,1261,432,0,1,20,1,0,1,1,0,3144,0
8731,8593,2100,336,2,0,23,2,0,1,0,1,7032,0
4919,4358,1051,291,2,0,32,2,2340,0,1,1,142,0
5537,5044,2754,136,1,0,23,2,3002,0,1,1,7604,0
3872,3194,534,214,0,1,21,7,881,0,0,0,9820,0
8868,8744,453,258,2,0,20,9,0,0,1,0,237,0
2254,1397,391,288,0,1,18,7,3707,0,0,1,4017,0
3412,2684,221,191,1,1,8,7,1154,0,1,1,2302,0
5459,4958,2831,139,2,0,18,8,0,1,1,0,8909,0
4955,4397,2751,384,1,1,15,4,5526,1,1,0,1633,0
7396,7109,1637,212,2,0,38,6,5823,1,1,0,3442,1
5414,4908,884,104,0,0,22,1,3262,1,1,0,2862,0
7399,7114,1258,277,0,0,19,8,2394,0,1,0,9557,0
7414,7130,149,346,1,0,27,3,6326,1,1,1,8775,0
9100,9004,1429,268,0,1,17,7,0,1,1,1,7677,0
4851,4282,1918,139,0,0,30,0,0,0,1,0,9157,0
2025,1143,493,243,0,1,27,10,0,1,0,0,4219,0
2615,1798,2751,95,0,1,45,10,6169,0,1,1,9159,0
7388,7100,2255,445,0,0,11,10,2793,0,1,1,3013,0
2926,2143,487,119,0,1,45,9,0,1,1,1,872,0
1121,139,1312,418,0,0,6,5,0,1,1,0,5175,0
2910,2126,813,205,0,1,15,3,3199,0,0,0,7928,0
8146,7943,598,326,0,1,30,8,1950,0,1,1,3866,0
7383,7095,1583,346,2,0,21,8,2522,1,0,0,7468,1
3482,2761,1515,152,2,1,19,4,0,1,1,1,8791,0
795,7734,149,370,1,1,18,9,633,1,0,0,9969,0
1575,642,1679,154,0,1,5,3,0,1,1,0,4954,0
6176,5754,1363,217,1,0,20,9,268,1,1,1,2092,0
6266,5854,438,146,2,0,15,8,2962,0,1,0,7905,0
2458,1623,2246,122,2,1,68,2,0,1,1,1,7338,0
3312,2573,2160,273,0,0,13,8,301,0,1,0,1929,0
1253,285,537,108,1,0,37,5,2226,1,1,0,1311,0
6834,6485,1811,312,0,1,32,9,4219,1,1,1,8819,0
8794,8662,2783,315,2,0,11,1,4786,0,1,1,1887,1
3837,3155,2200,207,2,0,5,7,0,1,1,0,2989,0
4398,3778,2040,352,0,0,21,9,0,0,1,0,9696,0
3595,2886,1674,331,1,0,14,6,514,0,1,1,8679,0
6621,6249,2595,255,0,1,32,0,298,1,1,0,4545,1
8382,8205,1270,208,2,1,7,4,0,1,1,1,1169,0
2124,1253,955,313,0,1,14,8,2315,3,0,0,4689,1
3238,2490,1001,284,0,1,36,7,0,0,1,0,612,1
5403,4896,630,199,2,1,4,8,2089,0,1,1,3398,0
5998,5555,1098,253,2,1,10,0,0,1,1,0,1099,0
5938,5489,2868,459,2,1,20,8,1234,0,0,1,3438,0
2045,1165,697,277,0,0,13,10,0,1,0,0,6691,0
1578,645,2062,324,0,1,10,8,4222,0,0,0,5356,0
14,557,2389,244,2,0,17,8,0,1,1,1,8087,0
2673,1862,871,210,0,1,32,3,1257,0,1,0,4761,0
7016,6688,2846,350,2,1,32,1,5331,0,1,1,1702,0
8720,8581,629,320,0,0,10,9,0,1,0,0,323,0
8849,8724,1182,273,0,0,20,5,5204,1,1,0,3044,0
4812,4239,1915,281,0,1,13,7,5837,0,1,0,4285,0
1084,97,797,405,0,1,6,9,0,1,1,0,7830,0
4983,4428,2608,152,0,1,12,5,3300,0,1,0,3198,0
7155,6842,884,124,1,1,27,8,1689,2,1,1,6593,1
2884,2096,1931,229,0,0,11,4,0,1,0,1,3000,0
333,2602,1426,193,1,0,12,9,950,0,1,0,4322,1
7204,6897,636,295,2,1,21,2,2969,0,0,0,9392,0
4367,3744,741,182,2,1,32,0,4201,0,0,1,3110,1
3079,2314,1829,366,1,0,16,1,2456,1,0,0,6892,0
7203,6896,1319,266,0,1,15,1,5554,1,0,0,246,0
9909,9902,812,348,0,1,40,3,108,0,1,1,8418,0
8864,8740,1808,441,0,0,11,6,0,1,1,0,4381,0
263,1824,2260,291,0,0,8,0,832,0,0,1,690,0
4337,3711,1803,459,0,1,20,6,0,1,1,0,3609,0
8895,8774,920,308,0,0,22,9,1801,0,1,0,132,0
8447,8277,2253,374,2,0,15,6,5569,0,1,1,8251,0
5903,5451,91,179,0,0,11,5,3978,0,1,1,1775,1
1498,556,1983,204,1,0,7,8,499,1,0,1,4274,0
4190,3548,124,459,2,0,13,4,1717,0,1,1,6129,0
7485,7208,576,170,0,1,14,6,0,1,1,0,9146,0
9643,9606,2664,130,0,0,23,3,0,1,1,1,750,0
8310,8126,687,311,2,1,25,7,1293,0,1,0,7839,0
7590,7325,497,228,1,0,24,9,2726,2,1,1,5074,1
500,4458,530,164,2,1,14,5,0,1,1,1,7414,0
9155,9064,234,188,2,0,21,3,3916,1,1,0,3279,0
9414,9352,2630,153,2,0,35,10,0,0,1,0,1448,1
3095,2331,336,401,0,1,1,8,3463,0,1,0,6254,0
4631,4038,1753,268,1,0,12,9,4023,0,1,0,6652,0
367,2979,2389,69,1,0,17,9,190,1,1,1,4938,0
