,RowNumber,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8487,8321,957,315,1,1,16,0,3287,1,1,1,8697,0
4131,3483,2900,142,0,1,29,10,5518,0,1,1,2123,0
1036,44,457,130,0,1,12,3,556,0,1,0,7984,0
636,5968,212,269,2,0,15,1,0,1,0,0,1016,0
6153,5729,1509,159,0,1,13,6,3388,1,1,1,1261,0
4134,3486,2100,287,0,1,25,6,160,0,1,1,8848,0
5338,4823,2199,324,1,0,16,10,154,0,0,0,4329,1
1083,96,2677,287,0,0,14,6,0,1,1,0,9453,0
861,8468,1967,157,0,0,14,3,4533,0,1,0,4876,1
903,8935,1460,177,0,1,10,6,3561,1,1,0,4741,0
191,1024,1046,121,0,0,18,4,5556,1,1,0,4247,0
109,114,2568,88,1,1,17,10,5928,0,1,0,9970,1
4455,3842,532,293,2,0,13,9,0,1,1,0,4906,0
1942,1050,1407,293,0,1,27,7,3729,0,1,0,4647,0
5856,5398,792,121,2,1,13,7,0,1,1,0,3790,0
4331,3705,2400,300,2,1,3,4,217,0,1,1,285,0
8541,8382,1240,256,2,1,29,6,420,1,1,1,3180,0
2040,1160,1238,156,0,0,20,6,4421,0,0,1,3291,0
7331,7038,2050,406,2,1,41,5,2451,0,1,1,9652,0
7317,7022,177,336,1,1,41,6,3955,0,1,0,8402,1
7779,7535,2177,366,0,1,28,0,0,1,1,0,6499,0
4659,4069,1703,19,1,0,32,3,155,1,1,0,9425,0
7313,7018,1763,296,0,0,18,5,6179,0,0,1,7934,0
2775,1975,1125,459,2,1,33,4,770,1,1,1,1385,1
4145,3498,49,275,0,0,15,3,3683,0,1,1,7537,0
2323,1474,852,192,0,1,33,7,2090,1,1,0,3619,0
762,7368,374,272,1,0,18,7,5285,0,0,0,6401,1
2617,1800,1465,301,1,1,27,7,3934,3,0,1,490,1
2411,1572,72,158,1,0,13,10,2892,1,1,1,5722,0
1094,108,1636,422,0,1,16,0,0,1,1,0,6802,0
6173,5751,1123,378,0,0,55,1,0,0,1,1,6072,0
7048,6723,866,172,2,1,39,7,0,1,1,1,6594,0
9272,9194,2153,348,0,1,24,3,3348,1,1,0,3999,0
3135,2376,1390,303,0,1,19,2,3487,0,0,1,6257,0
7787,7543,2093,236,0,0,39,10,0,1,1,1,461,0
5040,4493,546,438,2,1,32,8,0,1,0,1,4366,0
3805,3120,2267,277,2,1,16,0,0,0,0,0,9998,0
884,8723,1162,124,0,1,47,8,5886,0,1,1,2400,0
2654,1841,445,141,0,1,26,4,3760,0,1,0,8564,1
5921,5471,1235,117,2,1,36,2,0,0,1,1,4197,0
6187,5766,1129,313,0,1,18,4,1143,0,0,1,8133,0
8085,7875,2457,403,0,1,15,0,0,1,0,0,4343,0
6742,6383,2243,287,0,0,8,1,0,1,1,0,6920,0
7626,7365,2031,431,1,0,28,4,1200,1,1,0,5870,0
5680,5203,2587,366,1,0,12,7,4257,0,0,0,8408,1
7007,6678,1234,248,0,0,20,6,0,1,0,0,9658,0
9686,9653,2775,402,0,1,45,5,273,1,1,1,8884,0
2202,1340,1334,459,2,1,10,10,6199,0,1,1,4205,0
6107,5678,1218,312,1,1,17,6,3289,1,1,0,3755,0
6417,6022,411,399,2,1,19,7,0,1,1,1,1103,0
1262,295,556,274,2,0,22,1,4543,0,0,1,957,0
8379,8202,1959,43,2,1,37,7,0,0,0,1,8496,1
975,9734,2856,359,2,0,18,9,1023,0,0,1,9927,0
5831,5371,1962,244,0,0,9,9,2279,0,1,1,2967,1
4925,4364,2639,426,1,1,40,4,1138,1,1,1,6780,0
941,9357,2864,305,0,0,13,9,0,1,0,0,5027,0
4723,4140,1296,230,2,1,24,9,5082,0,1,1,8526,0
2387,1544,554,382,2,0,21,5,0,1,0,1,4559,0
9728,9700,2321,225,1,0,25,8,6095,0,0,1,868,1
5021,4472,2822,247,0,0,11,10,250,0,1,1,2997,0
4391,3771,1746,327,0,1,20,8,0,1,1,0,6545,0
5148,4612,1129,340,2,1,52,4,0,1,1,1,2327,0
3221,2472,396,164,2,0,6,3,0,1,0,1,5411,0
3882,3205,259,97,0,0,4,7,0,1,1,1,8110,0
9438,9378,1878,310,1,1,45,4,1686,2,0,0,2529,1
6624,6252,878,174,0,1,28,8,2920,0,0,1,2261,0
5918,5467,1587,209,1,1,10,3,1342,0,0,1,7736,0
2789,1991,1144,314,2,1,26,0,4682,0,1,0,8245,1
944,9390,1586,354,0,1,18,9,5059,0,1,0,1737,0
8908,8789,2552,202,2,1,14,2,4185,0,1,0,3702,0
1857,955,2569,153,0,0,11,1,1503,0,1,1,3565,0
9080,8981,888,320,0,0,63,7,0,1,1,1,8425,0
4108,3457,2761,318,1,0,21,10,2053,0,1,0,8499,0
8513,8351,306,283,1,0,9,5,912,0,0,1,5652,0
3255,2509,879,116,0,0,11,5,5756,1,0,0,4490,0
2690,1881,1183,257,2,1,24,3,6295,1,1,0,9391,0
9512,9461,2655,272,0,1,27,6,5511,0,1,1,7107,0
6961,6626,2253,354,0,0,15,1,0,1,1,1,4126,0
1319,359,2567,365,1,1,23,3,2019,1,0,1,7006,0
8882,8760,496,340,2,0,21,3,0,1,1,0,2072,0
9880,9869,2597,193,1,1,24,4,3055,0,1,0,5834,0
5162,4628,50,217,0,1,13,8,5381,1,1,0,7799,0
5829,5369,641,168,0,1,14,10,3577,0,1,0,222,0
7953,7728,653,231,1,1,15,4,6160,1,1,0,7097,0
5958,5511,690,149,0,0,22,4,4361,0,0,1,5535,0
9271,9193,1391,258,2,0,29,9,842,0,1,1,8383,0
3475,2753,929,378,0,1,13,5,4965,1,1,1,8374,0
3505,2787,1552,249,0,1,27,1,0,0,1,1,544,0
4749,4169,451,179,1,1,11,5,1797,1,1,1,4091,0
2477,1644,812,121,0,0,23,9,3564,0,1,0,8024,1
9490,9436,2882,233,0,1,62,4,0,0,1,1,8081,0
6615,6242,413,270,0,1,8,9,0,1,0,0,5360,0
7413,7129,2702,459,1,0,13,5,4342,0,0,1,7855,0
7586,7320,661,437,2,1,24,2,0,0,1,1,4769,0
5344,4830,467,396,0,1,7,6,0,1,1,0,7020,0
9863,9850,876,366,1,0,25,6,2622,1,1,1,6356,1
7111,6794,1238,459,2,0,21,7,0,1,1,0,247,0
1874,974,537,138,2,1,17,6,6081,0,1,1,736,0
8516,8354,1550,109,0,0,16,5,0,1,1,0,1611,0
5270,4748,1797,197,1,1,15,10,3835,1,1,1,8066,0
5096,4554,1362,278,0,0,11,8,3617,0,0,0,7191,0
2904,2119,692,324,0,0,17,4,0,0,1,1,2922,0
570,5235,2654,210,0,1,26,1,37,1,1,1,7899,0
1448,501,721,164,1,0,28,5,1647,0,1,0,4316,1
5964,5518,1285,208,2,1,17,7,3021,0,0,0,8674,0
6242,5828,2831,307,1,1,34,9,6150,0,1,1,2998,0
6347,5944,230,246,1,1,17,9,3676,1,1,1,9140,0
7874,7640,673,250,1,1,14,6,1880,0,1,1,9960,0
9816,9798,515,252,2,1,30,9,0,1,1,0,4138,0
3226,2477,2868,212,1,1,17,1,400,1,1,1,1708,0
9744,9718,1064,195,1,1,28,9,532,0,1,1,8824,1
3978,3311,1270,446,1,1,19,7,5986,1,1,0,2288,0
4383,3762,340,254,0,1,24,5,6254,0,1,1,8172,0
7856,7620,1621,189,1,0,15,8,2635,1,0,0,8853,0
3539,2825,1446,276,0,1,24,7,0,0,1,0,9374,0
5682,5205,588,229,2,1,11,10,0,1,1,0,1774,0
2827,2033,826,313,0,1,18,8,1619,1,0,1,38,0
7658,7400,8,315,2,0,35,4,0,2,0,0,9339,1
4996,4442,1974,109,1,1,26,10,4243,1,1,0,5319,0
1338,379,1959,234,0,1,34,6,4353,0,1,1,8183,0
3262,2517,1896,120,1,1,30,7,3819,0,0,0,9330,1
6386,5987,1321,230,2,0,22,8,0,1,0,1,1767,1
7951,7726,633,459,0,0,22,0,0,1,1,0,598,0
650,6124,80,238,0,0,31,5,0,1,1,1,5325,0
2902,2117,1446,300,0,0,15,1,2364,0,1,1,777,0
2258,1401,1621,75,0,0,18,6,1575,0,0,1,8905,0
7402,7117,464,256,2,1,15,8,1720,1,1,0,8694,0
3521,2805,1714,236,2,1,31,5,869,0,0,1,2639,0
2730,1926,212,279,2,1,12,4,2775,0,0,0,6156,0
5496,4998,99,229,0,0,24,1,0,1,0,1,8064,0
4478,3867,1686,158,0,1,13,5,0,1,0,1,5835,0
1596,665,2523,378,1,1,9,8,4722,0,1,0,3950,0
7066,6743,1572,338,2,0,24,1,0,1,1,1,2790,0
2584,1763,1429,357,0,1,22,0,0,0,0,0,7764,0
5441,4938,1558,360,0,1,11,1,2929,0,1,0,8134,0
3196,2443,2824,219,0,1,18,5,2461,1,1,0,167,0
8523,8362,984,299,1,0,36,1,3495,0,1,1,520,1
7682,7427,145,309,2,1,11,9,0,1,0,1,2925,0
5376,4865,1694,459,2,1,20,1,3639,0,0,1,245,0
1258,290,396,242,0,0,15,4,0,1,1,0,5031,0
5277,4755,2236,186,2,0,22,1,0,1,1,1,527,0
991,9912,2775,224,0,0,17,3,6201,1,1,1,2240,0
3504,2786,484,99,0,0,19,4,1326,0,0,1,5769,0
113,158,490,284,2,1,18,10,463,0,0,1,5702,0
919,9113,1138,161,2,1,27,10,0,1,1,0,5895,0
2509,1681,995,264,0,0,32,2,0,3,1,0,4404,1
9404,9341,1863,204,2,0,25,6,0,1,0,0,320,0
165,735,2434,269,1,1,13,10,2080,1,1,1,2243,0
5263,4740,2646,418,1,1,23,1,5368,1,1,0,3637,0
4603,4007,2557,232,0,1,5,1,447,1,0,1,5049,0
949,9446,2812,293,0,0,30,4,5188,0,0,0,5613,1
4594,3996,386,259,0,0,13,1,4232,1,0,0,5919,0
5727,5255,2607,144,1,1,20,9,2280,0,0,0,7787,1
3770,3081,53,86,0,1,9,1,2389,0,1,1,1885,0
2506,1677,866,304,2,1,26,9,0,1,1,1,8357,0
5107,4567,2429,456,2,0,19,10,1007,0,1,0,913,0
2850,2059,2601,373,0,0,21,6,5421,0,0,1,594,0
6485,6097,1016,249,1,1,8,6,5802,0,1,1,6238,0
5362,4850,1572,359,1,0,19,1,2753,1,1,1,5936,0
7442,7161,1735,223,2,1,18,6,0,1,1,0,1726,0
4446,3832,1251,310,0,0,19,4,0,1,1,1,3576,0
4460,3848,1621,270,0,1,17,6,0,0,1,0,3083,0
9513,9462,2604,124,0,1,30,6,2455,0,0,1,2712,1
2505,1676,633,216,1,0,19,5,2954,0,0,0,4506,0
1114,131,1642,217,0,0,44,9,3553,0,0,0,4203,1
8397,8221,2576,239,1,1,11,7,2612,0,0,1,9628,1
298,2212,1334,120,0,1,40,0,3792,0,1,1,3463,0
1675,753,183,393,2,1,15,2,0,1,1,0,3436,0
3347,2611,1271,334,0,1,27,1,2503,0,0,0,5759,0
2735,1931,510,160,1,0,12,3,3461,0,1,0,2588,0
7819,7580,2560,222,2,1,11,0,0,1,0,1,1916,0
4988,4433,850,215,0,1,29,4,5961,1,0,1,2125,1
9894,9884,2703,130,0,0,59,7,0,1,1,1,7124,0
5817,5355,1051,222,1,1,51,10,5332,0,0,1,9298,0
4325,3698,1651,176,2,0,27,1,4148,0,1,0,7872,0
6719,6358,534,259,0,0,21,5,0,1,0,0,4781,0
8786,8653,1530,350,1,0,1,9,676,1,1,0,5792,0
4550,3948,2359,188,0,0,21,4,4396,1,1,0,9673,0
8572,8416,1429,361,1,0,20,2,115,1,1,0,3988,0
7847,7610,454,252,2,0,2,0,2767,0,1,1,6610,0
2103,1230,2642,203,0,1,43,4,4989,0,1,1,5104,0
5813,5351,2436,122,0,1,12,6,0,1,1,0,3460,0
9104,9008,2089,265,2,0,16,7,4950,0,1,0,2275,1
7453,7173,2856,387,1,0,17,1,3915,2,1,1,1762,1
1837,933,1657,170,0,1,38,8,3964,1,1,0,1883,1
7902,7672,1385,108,0,0,20,10,0,1,0,1,4614,0
8318,8134,1081,129,0,0,21,7,3597,0,0,0,259,0
8723,8584,2055,0,0,1,33,2,0,0,1,1,1457,1
607,5646,1119,193,0,1,10,2,0,1,1,0,5449,0
8374,8196,2660,237,2,0,37,8,0,2,1,0,9202,1
1093,107,907,260,0,1,22,5,0,1,1,1,2698,0
6387,5988,46,122,0,0,25,10,0,1,1,0,2946,0
6505,6120,1575,205,1,1,30,3,2608,0,0,0,798,1
8964,8851,2456,78,2,1,19,10,6149,0,1,1,1122,0
4487,3877,1586,305,1,1,13,4,3857,0,0,0,7487,0
160,680,2822,326,2,0,4,7,70,0,0,1,9136,0
203,1158,2045,320,0,0,20,3,2426,1,1,1,2473,1
7040,6715,359,287,0,0,30,3,0,1,1,1,6204,0
5893,5439,746,214,2,0,30,2,3841,0,0,1,1895,0
4933,4373,1235,29,1,0,13,1,647,1,1,1,9954,0
2934,2152,1642,240,0,1,15,8,0,0,1,1,7636,1
7322,7028,2095,322,0,0,14,1,1379,0,0,0,2793,1
2435,1598,2582,217,1,1,24,9,2616,1,1,0,8372,0
1230,260,1278,384,1,1,18,3,780,1,0,1,8394,0
8675,8530,1300,323,0,1,36,8,2167,0,1,0,735,0
3046,2277,1619,267,1,0,13,4,2740,0,0,1,2615,1
9654,9618,440,443,2,1,16,6,0,1,0,0,7361,0
8419,8247,1195,286,1,0,8,7,6288,0,0,1,2873,0
7666,7409,545,103,0,1,7,7,0,1,0,1,600,0
6407,6011,852,415,1,1,12,9,4443,0,1,0,9155,1
4251,3616,2426,210,0,1,17,3,0,1,1,1,1072,0
5577,5088,440,201,0,0,44,6,0,0,1,1,66,0
3293,2551,580,360,0,0,21,4,0,1,1,1,9105,0
4034,3375,1417,210,2,0,24,5,6147,0,1,1,5491,0
8112,7906,2881,187,0,0,17,3,0,1,0,1,5881,0
4290,3659,1390,259,2,0,5,6,0,0,1,1,4489,0
4334,3708,850,314,2,0,39,4,0,1,1,1,6302,0
5931,5482,1296,265,1,0,28,8,3337,0,1,0,7209,1
3877,3199,1134,254,2,1,27,5,0,0,0,1,4147,1
5428,4923,436,116,0,0,17,3,0,1,1,0,9878,0
4753,4173,1871,63,2,1,22,3,1899,0,1,0,2726,0
4886,4320,2453,320,1,0,35,6,1956,0,1,0,154,0
857,8423,764,350,2,1,21,8,3478,1,0,1,4117,0
8233,8040,1842,242,2,0,15,5,5930,0,1,1,3328,0
8375,8197,1081,174,1,0,20,8,3584,1,1,1,9085,0
2561,1738,1915,264,2,1,16,1,1291,0,1,1,7143,0
3801,3116,1142,308,2,1,13,7,1157,0,0,0,2164,0
2640,1826,936,234,2,0,13,9,0,1,1,0,2910,0
9663,9628,574,215,1,1,22,10,6049,1,0,1,9858,0
4490,3881,2639,256,2,0,46,1,5841,0,1,1,6722,0
2347,1500,2287,198,1,1,37,8,1615,0,1,0,8038,1
649,6113,1551,261,0,1,20,7,0,1,1,1,2580,0
2781,1982,2411,341,1,0,43,10,6026,1,1,1,3188,1
5652,5172,895,300,0,0,11,10,0,1,0,0,5518,0
8543,8384,2859,289,1,1,12,5,640,1,0,1,6862,1
8677,8532,2606,218,1,0,22,2,3045,1,1,0,3877,0
6433,6040,241,24,2,1,35,6,4414,0,1,1,5668,0
615,5735,993,336,2,0,13,0,0,0,1,0,1233,1
8448,8278,878,117,0,1,31,1,5975,1,1,1,1843,1
2575,1753,1607,160,1,1,36,6,216,0,1,0,4238,1
53,4890,2115,264,1,1,23,9,2121,0,0,0,3554,1
3340,2604,2863,338,1,1,11,6,757,0,1,1,5828,0
7037,6711,1558,177,1,1,28,9,3866,0,0,0,8003,1
1705,787,212,61,0,1,17,5,3737,0,1,1,6715,0
9060,8959,1891,294,0,0,15,1,0,2,0,1,8313,1
9352,9283,1098,276,0,1,22,9,5175,1,1,0,9946,0
1493,551,1110,289,2,0,12,4,0,0,1,0,3344,0
9963,9961,2389,349,1,1,15,3,2195,0,1,0,2078,0
5632,5150,1020,253,0,1,26,6,5190,0,1,0,3172,1
803,7824,1226,120,2,0,11,10,0,1,0,1,2286,0
4953,4395,2183,238,2,1,16,1,1702,0,0,0,1092,0
6933,6595,674,317,2,1,28,8,5084,0,1,1,6612,0
7104,6786,49,186,2,1,23,5,5740,0,0,1,1994,0
990,9901,371,264,0,1,19,6,5946,1,1,0,8099,0
2774,1974,1461,173,0,0,10,1,0,0,1,1,3449,0
7470,7192,18,459,1,0,29,5,6329,1,1,1,1258,0
6419,6025,866,338,0,1,26,7,0,1,1,0,2905,0
3513,2796,2771,399,0,0,15,2,2901,0,0,0,5268,0
5478,4978,1314,257,1,1,26,10,896,1,1,1,9540,0
8400,8226,1371,385,0,1,21,9,2084,1,1,0,2517,0
219,1336,944,201,0,1,36,9,0,0,1,1,6030,1
6969,6635,2550,228,2,0,20,7,0,1,1,1,1004,0
1288,323,1460,157,2,1,21,8,2624,0,1,0,3613,0
3163,2407,436,258,1,0,19,9,1177,0,1,1,406,1
4678,4089,938,189,2,1,43,9,2155,0,1,1,9716,0
2618,1801,2831,107,0,0,12,1,0,1,0,0,2020,0
3612,2906,1093,244,2,0,19,4,0,1,1,0,9493,0
43,3779,1508,443,0,0,31,3,2617,0,0,0,5219,1
8094,7885,2226,223,2,1,48,3,0,1,0,1,4458,0
8372,8194,1776,459,1,1,26,3,1012,1,0,0,3227,0
3792,3105,542,53,0,1,18,8,0,1,0,1,2188,0
3571,2860,2618,273,1,1,18,7,5132,1,1,0,1270,0
9980,9980,2569,350,2,1,17,7,5207,0,0,0,9978,0
1503,563,1314,319,0,1,29,6,4189,0,0,0,9070,1
5556,5065,1079,215,0,1,22,7,1572,1,1,0,6985,0
9830,9814,1558,202,0,1,14,7,6323,0,1,0,1614,0
3439,2714,1752,355,0,1,18,8,3400,0,1,1,5168,0
1892,994,607,243,1,0,13,9,5273,0,0,0,5304,0
9323,9251,1388,253,0,1,32,10,5274,3,1,0,5328,1
5255,4731,2370,408,0,0,45,1,807,1,1,0,6500,1
1955,1064,715,174,1,0,40,4,693,2,0,1,2025,1
5167,4633,1394,335,0,1,11,8,0,1,1,1,9535,1
4814,4241,494,230,2,1,21,9,0,1,1,0,6417,0
6264,5852,622,299,1,1,26,10,26,1,0,0,6374,0
1505,565,732,215,1,1,30,5,2694,0,0,0,6414,1
670,6346,267,233,1,0,30,4,1831,1,0,0,6084,0
8907,8788,1037,395,0,1,16,4,3042,0,0,0,4654,0
7055,6731,2904,229,0,0,15,10,2298,0,1,1,5118,0
897,8867,2570,230,0,0,22,7,0,0,1,0,3073,0
6178,5756,1223,459,1,0,22,5,6235,1,0,0,409,0
2666,1854,2653,349,0,0,19,8,0,1,1,1,5213,0
3193,2440,2839,268,0,0,31,1,0,0,1,0,922,1
2890,2103,2764,195,2,1,16,6,4445,0,0,0,5546,0
7773,7528,2900,245,1,1,49,8,2999,0,0,1,8130,1
2621,1805,2878,160,0,0,18,6,0,0,1,0,4635,0
6008,5568,2306,376,2,0,6,6,0,1,1,1,8162,0
5956,5509,2097,407,1,0,20,5,2427,0,1,0,3171,0
2,2223,2040,111,0,0,24,9,4211,2,1,0,795,1
2370,1526,2458,88,0,0,17,3,1034,0,1,0,5284,0
7914,7685,806,296,0,1,17,10,0,1,0,1,8476,0
1769,858,676,216,1,1,21,3,5565,1,1,1,1248,0
8506,8343,2523,376,0,1,30,10,0,1,0,1,4180,0
6025,5587,1929,210,0,0,28,4,6246,0,0,0,2128,0
531,4802,332,311,2,0,8,5,2912,0,0,1,7725,0
8724,8585,2480,277,2,0,12,9,0,1,1,0,2167,0
8649,8502,1551,459,1,0,12,4,358,1,1,1,6785,0
7873,7639,1507,391,0,1,18,6,5427,1,0,1,486,0
8890,8769,1751,208,1,0,31,2,3488,1,1,1,3658,1
3120,2360,2251,199,2,0,5,8,0,1,1,0,5354,0
9022,8917,1993,321,0,1,5,3,0,1,0,1,8131,0
731,7024,580,378,0,0,7,2,0,1,0,0,4863,0
3406,2677,733,241,2,0,11,8,5414,0,1,0,8751,0
2339,1492,2729,260,1,1,8,6,3672,0,0,0,2356,0
5967,5521,2607,382,2,1,19,3,234,1,1,0,4354,0
6580,6203,1997,136,1,0,12,7,2210,0,1,1,3445,0
2565,1742,852,314,0,0,32,5,5281,1,0,1,2549,0
7726,7476,1547,344,0,1,37,7,2832,0,1,0,5687,0
7820,7581,2165,275,0,1,22,6,0,1,1,0,2708,0
6713,6351,2685,195,0,0,28,0,0,2,0,1,1782,1
6995,6663,1313,242,0,0,14,1,290,0,0,1,6452,0
6942,6605,2639,40,1,1,24,9,1678,1,1,0,1482,0
7794,7551,984,117,0,0,7,3,900,0,0,1,7072,0
8975,8863,1051,176,1,1,23,0,2850,0,1,1,355,0
1255,287,2142,233,2,1,28,4,0,1,1,1,7911,0
2104,1231,1558,377,0,1,24,6,0,2,0,0,7778,0
6734,6374,1647,228,0,0,37,0,0,2,0,0,7790,1
9778,9755,1615,341,0,0,25,10,0,1,1,0,4621,0
